dataset,generator,alpha,n_r,n_s,method,variant,t,rep,seed,ok,wall_ms,count_value,count_exact,used_enumeration,enum_truncated,enum_cap,adaptive_branch,adaptive_pilot_pairs,phases_json,note,config_json,gen_report_json
exp6_stripe__nr100000__ns100000__a1_000em02__g1,stripe,0.01,100000,100000,ours,sampling,1000,0,1,1,489.428,2000,1,0,0,0,,0,"{""build_active_indices_ms"":23.572457,""build_events_ms"":36.784337,""build_ranks_ms"":40.488362,""build_y_domain_ms"":14.162069,""phase1_count_ms"":232.183488,""phase2_plan_ms"":5.101796,""phase3_sample_ms"":134.797791,""run_build_ms"":117.006815,""run_count_ms"":232.186468,""run_sample_ms"":140.227730}",,"{""dataset"":{""source"":""synthetic"",""name"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe"",""n_r"":100000,""n_s"":100000,""alpha"":0.01,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp6"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":2000,""k_achieved"":2000,""alpha_target"":0.01,""alpha_achieved"":0.01,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
exp6_stripe__nr100000__ns100000__a1_000em02__g1,stripe,0.01,100000,100000,ours,sampling,1000,1,2,1,508.957,2000,1,0,0,0,,0,"{""build_active_indices_ms"":5.483157,""build_events_ms"":44.225825,""build_ranks_ms"":40.085710,""build_y_domain_ms"":13.772888,""phase1_count_ms"":222.197842,""phase2_plan_ms"":5.250453,""phase3_sample_ms"":134.707023,""run_build_ms"":104.069870,""run_count_ms"":222.201532,""run_sample_ms"":139.964046}",,"{""dataset"":{""source"":""synthetic"",""name"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe"",""n_r"":100000,""n_s"":100000,""alpha"":0.01,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp6"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":2000,""k_achieved"":2000,""alpha_target"":0.01,""alpha_achieved"":0.01,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
exp6_stripe__nr100000__ns100000__a1_000em02__g1,stripe,0.01,100000,100000,ours,sampling,1000,2,3,1,506.708,2000,1,0,0,0,,0,"{""build_active_indices_ms"":5.476718,""build_events_ms"":42.917181,""build_ranks_ms"":40.092780,""build_y_domain_ms"":13.802708,""phase1_count_ms"":221.346241,""phase2_plan_ms"":5.130655,""phase3_sample_ms"":134.821351,""run_build_ms"":102.782946,""run_count_ms"":221.350251,""run_sample_ms"":139.957815}",,"{""dataset"":{""source"":""synthetic"",""name"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe"",""n_r"":100000,""n_s"":100000,""alpha"":0.01,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp6"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":2000,""k_achieved"":2000,""alpha_target"":0.01,""alpha_achieved"":0.01,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
exp6_stripe__nr100000__ns100000__a1_000em02__g1,stripe,0.01,100000,100000,ours,enum_sampling,1000,0,1,1,427.551,2000,1,1,0,0,,0,"{""build_active_indices_ms"":18.935193,""build_events_ms"":35.010253,""build_ranks_ms"":39.958663,""build_y_domain_ms"":13.784677,""run_build_ms"":108.076498,""run_draw_ranks_ms"":0.050559,""run_enum_pass1_count_ms"":225.096274,""run_enum_pass2_select_ms"":92.729432,""run_enum_prepare_ms"":1.581297}",,"{""dataset"":{""source"":""synthetic"",""name"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe"",""n_r"":100000,""n_s"":100000,""alpha"":0.01,""seed"":1}},""run"":{""method"":""ours"",""variant"":""enum_sampling"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp6"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":2000,""k_achieved"":2000,""alpha_target"":0.01,""alpha_achieved"":0.01,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
exp6_stripe__nr100000__ns100000__a1_000em02__g1,stripe,0.01,100000,100000,ours,enum_sampling,1000,1,2,1,458.048,2000,1,1,0,0,,0,"{""build_active_indices_ms"":5.476488,""build_events_ms"":42.575169,""build_ranks_ms"":39.986672,""build_y_domain_ms"":13.805688,""run_build_ms"":102.230679,""run_draw_ranks_ms"":0.049779,""run_enum_pass1_count_ms"":219.982418,""run_enum_pass2_select_ms"":90.717833,""run_enum_prepare_ms"":1.532189}",,"{""dataset"":{""source"":""synthetic"",""name"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe"",""n_r"":100000,""n_s"":100000,""alpha"":0.01,""seed"":1}},""run"":{""method"":""ours"",""variant"":""enum_sampling"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp6"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":2000,""k_achieved"":2000,""alpha_target"":0.01,""alpha_achieved"":0.01,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
exp6_stripe__nr100000__ns100000__a1_000em02__g1,stripe,0.01,100000,100000,ours,enum_sampling,1000,2,3,1,459.02,2000,1,1,0,0,,0,"{""build_active_indices_ms"":5.473017,""build_events_ms"":42.331774,""build_ranks_ms"":39.940543,""build_y_domain_ms"":13.799028,""run_build_ms"":101.931104,""run_draw_ranks_ms"":0.049679,""run_enum_pass1_count_ms"":220.834691,""run_enum_pass2_select_ms"":91.025777,""run_enum_prepare_ms"":1.511620}",,"{""dataset"":{""source"":""synthetic"",""name"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe"",""n_r"":100000,""n_s"":100000,""alpha"":0.01,""seed"":1}},""run"":{""method"":""ours"",""variant"":""enum_sampling"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp6"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":2000,""k_achieved"":2000,""alpha_target"":0.01,""alpha_achieved"":0.01,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
exp6_stripe__nr100000__ns100000__a1_000em02__g1,stripe,0.01,100000,100000,ours,adaptive,1000,0,1,1,320.956,2000,1,1,0,0,enumerate_all,2000,"{""build_active_indices_ms"":5.581325,""build_events_ms"":34.975064,""build_ranks_ms"":39.990442,""build_y_domain_ms"":15.008813,""run_build_ms"":96.054714,""run_pilot_enum_prepare_ms"":1.521429,""run_pilot_enum_scan_ms"":223.362599,""run_small_join_sample_from_list_ms"":0.007380}",,"{""dataset"":{""source"":""synthetic"",""name"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe"",""n_r"":100000,""n_s"":100000,""alpha"":0.01,""seed"":1}},""run"":{""method"":""ours"",""variant"":""adaptive"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp6"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":2000,""k_achieved"":2000,""alpha_target"":0.01,""alpha_achieved"":0.01,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
exp6_stripe__nr100000__ns100000__a1_000em02__g1,stripe,0.01,100000,100000,ours,adaptive,1000,1,2,1,368.898,2000,1,1,0,0,enumerate_all,2000,"{""build_active_indices_ms"":5.496937,""build_events_ms"":42.487761,""build_ranks_ms"":40.021461,""build_y_domain_ms"":13.804888,""run_build_ms"":102.304997,""run_pilot_enum_prepare_ms"":1.535839,""run_pilot_enum_scan_ms"":221.955919,""run_small_join_sample_from_list_ms"":0.007589}",,"{""dataset"":{""source"":""synthetic"",""name"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe"",""n_r"":100000,""n_s"":100000,""alpha"":0.01,""seed"":1}},""run"":{""method"":""ours"",""variant"":""adaptive"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp6"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":2000,""k_achieved"":2000,""alpha_target"":0.01,""alpha_achieved"":0.01,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
exp6_stripe__nr100000__ns100000__a1_000em02__g1,stripe,0.01,100000,100000,ours,adaptive,1000,2,3,1,372.999,2000,1,1,0,0,enumerate_all,2000,"{""build_active_indices_ms"":5.494098,""build_events_ms"":42.734165,""build_ranks_ms"":40.051990,""build_y_domain_ms"":13.825417,""run_build_ms"":102.599891,""run_pilot_enum_prepare_ms"":1.529639,""run_pilot_enum_scan_ms"":223.497706,""run_small_join_sample_from_list_ms"":0.007730}",,"{""dataset"":{""source"":""synthetic"",""name"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe"",""n_r"":100000,""n_s"":100000,""alpha"":0.01,""seed"":1}},""run"":{""method"":""ours"",""variant"":""adaptive"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp6"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":2000,""k_achieved"":2000,""alpha_target"":0.01,""alpha_achieved"":0.01,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
exp6_stripe__nr100000__ns100000__a1_000em02__g1,stripe,0.01,100000,100000,ours,sampling,3000,0,1,1,454.382,2000,1,0,0,0,,0,"{""build_active_indices_ms"":5.586296,""build_events_ms"":35.057513,""build_ranks_ms"":40.023671,""build_y_domain_ms"":13.808017,""phase1_count_ms"":220.623056,""phase2_plan_ms"":3.885471,""phase3_sample_ms"":134.872870,""run_build_ms"":94.984236,""run_count_ms"":220.626246,""run_sample_ms"":138.767321}",,"{""dataset"":{""source"":""synthetic"",""name"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe"",""n_r"":100000,""n_s"":100000,""alpha"":0.01,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":3000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp6"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""exp6_stripe__nr100000__ns100000__a1_000em02__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":2000,""k_achieved"":2000,""alpha_target"":0.01,""alpha_achieved"":0.01,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
