autocorr_lag1,chi2_p,count,count_kind,ks_p,log_file,method,missing_in_universe,oracle,rel_err,rep,samples,seed,status,t,variant
0.0019065531231938814,0.7980435461255109,4000.0,exact,0.9049379424187978,sirs__enum_sampling.log,sirs,0.0,4000.0,0.0,0,100000,1,OK,100000,enum_sampling
0.0004987475039765566,0.402029440620366,4000.0,exact,0.7329152397926633,sirs__enum_sampling.log,sirs,0.0,4000.0,0.0,1,100000,2,OK,100000,enum_sampling
-1.4412047630350451e-05,0.1840448766307215,4000.0,exact,0.7589656095773282,sirs__enum_sampling.log,sirs,0.0,4000.0,0.0,2,100000,3,OK,100000,enum_sampling
-0.0033575824590665717,0.48222615696587,4000.0,exact,0.8281424366508836,sirs__enum_sampling.log,sirs,0.0,4000.0,0.0,3,100000,4,OK,100000,enum_sampling
-0.0021592120802193865,0.06883054713252637,4000.0,exact,0.5065716831141696,sirs__enum_sampling.log,sirs,0.0,4000.0,0.0,4,100000,5,OK,100000,enum_sampling
-0.002360841294329595,0.9412281637900988,4000.0,exact,0.15468422077179983,sirs__sampling.log,sirs,0.0,4000.0,0.0,0,100000,1,OK,100000,sampling
0.00203318429647422,0.48614668387940607,4000.0,exact,0.17987547955389613,sirs__sampling.log,sirs,0.0,4000.0,0.0,1,100000,2,OK,100000,sampling
-0.0010160559151232158,0.484007953125666,4000.0,exact,0.49693115069106414,sirs__sampling.log,sirs,0.0,4000.0,0.0,2,100000,3,OK,100000,sampling
-0.0013839372919854404,0.631067465192682,4000.0,exact,0.08987570526749311,sirs__sampling.log,sirs,0.0,4000.0,0.0,3,100000,4,OK,100000,sampling
-0.00325626660869913,0.7240879930658588,4000.0,exact,0.5729701032757263,sirs__sampling.log,sirs,0.0,4000.0,0.0,4,100000,5,OK,100000,sampling
0.00010353072246373689,0.7980435461255109,4000.0,exact,0.7168822928289521,tlsop__adaptive.log,tlsop,0.0,4000.0,0.0,0,100000,1,OK,100000,adaptive
-0.000934669073207639,0.402029440620366,4000.0,exact,0.818823765046145,tlsop__adaptive.log,tlsop,0.0,4000.0,0.0,1,100000,2,OK,100000,adaptive
-0.0022288907390098757,0.1840448766307215,4000.0,exact,0.31953443790993274,tlsop__adaptive.log,tlsop,0.0,4000.0,0.0,2,100000,3,OK,100000,adaptive
0.0010826600440136493,0.48222615696587,4000.0,exact,0.6176495374244168,tlsop__adaptive.log,tlsop,0.0,4000.0,0.0,3,100000,4,OK,100000,adaptive
0.0021414832386305576,0.06883054713252637,4000.0,exact,0.3707443610021178,tlsop__adaptive.log,tlsop,0.0,4000.0,0.0,4,100000,5,OK,100000,adaptive
0.00010353072246373689,0.7980435461255109,4000.0,exact,0.7168822928289521,tlsop__enum_sampling.log,tlsop,0.0,4000.0,0.0,0,100000,1,OK,100000,enum_sampling
-0.000934669073207639,0.402029440620366,4000.0,exact,0.818823765046145,tlsop__enum_sampling.log,tlsop,0.0,4000.0,0.0,1,100000,2,OK,100000,enum_sampling
-0.0022288907390098757,0.1840448766307215,4000.0,exact,0.31953443790993274,tlsop__enum_sampling.log,tlsop,0.0,4000.0,0.0,2,100000,3,OK,100000,enum_sampling
0.0010826600440136493,0.48222615696587,4000.0,exact,0.6176495374244168,tlsop__enum_sampling.log,tlsop,0.0,4000.0,0.0,3,100000,4,OK,100000,enum_sampling
0.0021414832386305576,0.06883054713252637,4000.0,exact,0.3707443610021178,tlsop__enum_sampling.log,tlsop,0.0,4000.0,0.0,4,100000,5,OK,100000,enum_sampling
0.00010353072246373689,0.7980435461255109,4000.0,exact,0.7168822928289521,tlsop__sampling.log,tlsop,0.0,4000.0,0.0,0,100000,1,OK,100000,sampling
-0.000934669073207639,0.402029440620366,4000.0,exact,0.818823765046145,tlsop__sampling.log,tlsop,0.0,4000.0,0.0,1,100000,2,OK,100000,sampling
-0.0022288907390098757,0.1840448766307215,4000.0,exact,0.31953443790993274,tlsop__sampling.log,tlsop,0.0,4000.0,0.0,2,100000,3,OK,100000,sampling
0.0010826600440136493,0.48222615696587,4000.0,exact,0.6176495374244168,tlsop__sampling.log,tlsop,0.0,4000.0,0.0,3,100000,4,OK,100000,sampling
0.0021414832386305576,0.06883054713252637,4000.0,exact,0.3707443610021178,tlsop__sampling.log,tlsop,0.0,4000.0,0.0,4,100000,5,OK,100000,sampling
0.0014372950267781243,0.7980435461255109,4000.0,exact,0.9414528857280676,tsunami__adaptive.log,tsunami,0.0,4000.0,0.0,0,100000,1,OK,100000,adaptive
0.0010086429669092997,0.402029440620366,4000.0,exact,0.9085810985161855,tsunami__adaptive.log,tsunami,0.0,4000.0,0.0,1,100000,2,OK,100000,adaptive
0.0003473770798048751,0.1840448766307215,4000.0,exact,0.993202365847249,tsunami__adaptive.log,tsunami,0.0,4000.0,0.0,2,100000,3,OK,100000,adaptive
-0.0013991057416817612,0.48222615696587,4000.0,exact,0.6813552273169429,tsunami__adaptive.log,tsunami,0.0,4000.0,0.0,3,100000,4,OK,100000,adaptive
0.003102258466574696,0.06883054713252637,4000.0,exact,0.8754121532613282,tsunami__adaptive.log,tsunami,0.0,4000.0,0.0,4,100000,5,OK,100000,adaptive
0.0014372950267781243,0.7980435461255109,4000.0,exact,0.9414528857280676,tsunami__enum_sampling.log,tsunami,0.0,4000.0,0.0,0,100000,1,OK,100000,enum_sampling
0.0010086429669092997,0.402029440620366,4000.0,exact,0.9085810985161855,tsunami__enum_sampling.log,tsunami,0.0,4000.0,0.0,1,100000,2,OK,100000,enum_sampling
0.0003473770798048751,0.1840448766307215,4000.0,exact,0.993202365847249,tsunami__enum_sampling.log,tsunami,0.0,4000.0,0.0,2,100000,3,OK,100000,enum_sampling
-0.0013991057416817612,0.48222615696587,4000.0,exact,0.6813552273169429,tsunami__enum_sampling.log,tsunami,0.0,4000.0,0.0,3,100000,4,OK,100000,enum_sampling
0.003102258466574696,0.06883054713252637,4000.0,exact,0.8754121532613282,tsunami__enum_sampling.log,tsunami,0.0,4000.0,0.0,4,100000,5,OK,100000,enum_sampling
0.0014372950267781243,0.7980435461255109,4000.0,exact,0.9414528857280676,tsunami__sampling.log,tsunami,0.0,4000.0,0.0,0,100000,1,OK,100000,sampling
0.0010086429669092997,0.402029440620366,4000.0,exact,0.9085810985161855,tsunami__sampling.log,tsunami,0.0,4000.0,0.0,1,100000,2,OK,100000,sampling
