dataset,dim,method,variant,rep,seed,n_r,n_s,t,ok,wall_ms,count_value,count_exact,count_stderr,count_ci_low,count_ci_high,used_enumeration,enum_truncated,enum_cap,adaptive_branch,adaptive_pilot_pairs,phases_json,note,config_json,gen_report_json
rectgen_d2_N2000000_alpha200_seed1,2,range_tree,enum_sampling,0,1,2000000,2000000,100000,1,151851,8.04064e+08,1,nan,nan,nan,1,0,0,,0,"{""build_range_trees_ms"":842.580945,""build_sweep_events_ms"":935.383105,""materialize_join_ms"":150053.854388,""run_build_ms"":1783.076409,""run_count_ms"":150053.858938,""run_sample_ms"":13.571557}",,"{""dataset"":{""source"":""binary"",""name"":""rectgen_d2_N2000000_alpha200_seed1"",""dim"":2,""path_r"":""data/synthetic/exp2_d2/rectgen_d2_N2000000_alpha200_seed1/R.bin"",""path_s"":""data/synthetic/exp2_d2/rectgen_d2_N2000000_alpha200_seed1/S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""range_tree"",""variant"":""enum_sampling"",""t"":100000,""seed"":1,""repeats"":5,""budget"":10000000,""w_small"":1024,""prefetch"":true,""j_star"":10000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""results/exp2_d2/B_N/rectgen_d2_N2000000_alpha200_seed1/t100000/rt_enum/range_tree/enum_sampling"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false},""run_extra"":{""budget"":""10000000"",""prefetch"":""1"",""w_small"":""1024""}}",{}
rectgen_d2_N2000000_alpha200_seed1,2,range_tree,enum_sampling,1,2,2000000,2000000,100000,1,147881,8.04064e+08,1,nan,nan,nan,1,0,0,,0,"{""build_range_trees_ms"":786.965802,""build_sweep_events_ms"":928.969047,""materialize_join_ms"":145985.619163,""run_build_ms"":1720.348303,""run_count_ms"":145985.624713,""run_sample_ms"":114.887143}",,"{""dataset"":{""source"":""binary"",""name"":""rectgen_d2_N2000000_alpha200_seed1"",""dim"":2,""path_r"":""data/synthetic/exp2_d2/rectgen_d2_N2000000_alpha200_seed1/R.bin"",""path_s"":""data/synthetic/exp2_d2/rectgen_d2_N2000000_alpha200_seed1/S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""range_tree"",""variant"":""enum_sampling"",""t"":100000,""seed"":1,""repeats"":5,""budget"":10000000,""w_small"":1024,""prefetch"":true,""j_star"":10000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""results/exp2_d2/B_N/rectgen_d2_N2000000_alpha200_seed1/t100000/rt_enum/range_tree/enum_sampling"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false},""run_extra"":{""budget"":""10000000"",""prefetch"":""1"",""w_small"":""1024""}}",{}
rectgen_d2_N2000000_alpha200_seed1,2,range_tree,enum_sampling,2,3,2000000,2000000,100000,1,151839,8.04064e+08,1,nan,nan,nan,1,0,0,,0,"{""build_range_trees_ms"":758.206694,""build_sweep_events_ms"":991.901180,""materialize_join_ms"":150012.872846,""run_build_ms"":1754.560593,""run_count_ms"":150012.878106,""run_sample_ms"":14.457039}",,"{""dataset"":{""source"":""binary"",""name"":""rectgen_d2_N2000000_alpha200_seed1"",""dim"":2,""path_r"":""data/synthetic/exp2_d2/rectgen_d2_N2000000_alpha200_seed1/R.bin"",""path_s"":""data/synthetic/exp2_d2/rectgen_d2_N2000000_alpha200_seed1/S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""range_tree"",""variant"":""enum_sampling"",""t"":100000,""seed"":1,""repeats"":5,""budget"":10000000,""w_small"":1024,""prefetch"":true,""j_star"":10000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""results/exp2_d2/B_N/rectgen_d2_N2000000_alpha200_seed1/t100000/rt_enum/range_tree/enum_sampling"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false},""run_extra"":{""budget"":""10000000"",""prefetch"":""1"",""w_small"":""1024""}}",{}
rectgen_d2_N2000000_alpha200_seed1,2,range_tree,enum_sampling,3,4,2000000,2000000,100000,1,147922,8.04064e+08,1,nan,nan,nan,1,0,0,,0,"{""build_range_trees_ms"":746.321437,""build_sweep_events_ms"":950.739028,""materialize_join_ms"":146148.759629,""run_build_ms"":1701.524551,""run_count_ms"":146148.765509,""run_sample_ms"":14.503720}",,"{""dataset"":{""source"":""binary"",""name"":""rectgen_d2_N2000000_alpha200_seed1"",""dim"":2,""path_r"":""data/synthetic/exp2_d2/rectgen_d2_N2000000_alpha200_seed1/R.bin"",""path_s"":""data/synthetic/exp2_d2/rectgen_d2_N2000000_alpha200_seed1/S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""range_tree"",""variant"":""enum_sampling"",""t"":100000,""seed"":1,""repeats"":5,""budget"":10000000,""w_small"":1024,""prefetch"":true,""j_star"":10000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""results/exp2_d2/B_N/rectgen_d2_N2000000_alpha200_seed1/t100000/rt_enum/range_tree/enum_sampling"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false},""run_extra"":{""budget"":""10000000"",""prefetch"":""1"",""w_small"":""1024""}}",{}
rectgen_d2_N2000000_alpha200_seed1,2,range_tree,enum_sampling,4,5,2000000,2000000,100000,1,145167,8.04064e+08,1,nan,nan,nan,1,0,0,,0,"{""build_range_trees_ms"":748.769521,""build_sweep_events_ms"":969.005422,""materialize_join_ms"":143372.859407,""run_build_ms"":1722.236607,""run_count_ms"":143372.865437,""run_sample_ms"":14.889327}",,"{""dataset"":{""source"":""binary"",""name"":""rectgen_d2_N2000000_alpha200_seed1"",""dim"":2,""path_r"":""data/synthetic/exp2_d2/rectgen_d2_N2000000_alpha200_seed1/R.bin"",""path_s"":""data/synthetic/exp2_d2/rectgen_d2_N2000000_alpha200_seed1/S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""range_tree"",""variant"":""enum_sampling"",""t"":100000,""seed"":1,""repeats"":5,""budget"":10000000,""w_small"":1024,""prefetch"":true,""j_star"":10000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""results/exp2_d2/B_N/rectgen_d2_N2000000_alpha200_seed1/t100000/rt_enum/range_tree/enum_sampling"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false},""run_extra"":{""budget"":""10000000"",""prefetch"":""1"",""w_small"":""1024""}}",{}
