dataset,generator,alpha,n_r,n_s,method,variant,t,repeats,ok_rate,wall_mean_ms,wall_stdev_ms,wall_median_ms,wall_p95_ms,count_mean,count_stdev,exact_frac,note
exp6_stripe__nr100000__ns100000__a3_000ep00__g1,stripe,3,100000,100000,ours,enum_sampling,30000,3,1,460.794,28.5598,476.385,477.986,600000,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep00__g1,stripe,3,100000,100000,ours,adaptive,30000,3,1,363.599,29.7881,380.323,381.172,600000,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep00__g1,stripe,3,100000,100000,ours,sampling,100000,3,1,500.803,26.2265,515.24,516.498,600000,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep00__g1,stripe,3,100000,100000,ours,enum_sampling,100000,3,1,468.368,26.7402,483.52,484.033,600000,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep00__g1,stripe,3,100000,100000,ours,adaptive,100000,3,1,364.224,29.3705,379.984,382.114,600000,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep00__g1,stripe,3,100000,100000,ours,sampling,300000,3,1,513.671,25.5941,527.253,529.375,600000,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep00__g1,stripe,3,100000,100000,ours,enum_sampling,300000,3,1,487.329,27.7702,502.078,504.36,600000,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep00__g1,stripe,3,100000,100000,ours,adaptive,300000,3,1,364.408,29.6383,380.079,382.636,600000,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep00__g1,stripe,3,100000,100000,ours,sampling,1000000,3,1,547.442,25.1557,560.724,562.928,600000,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep00__g1,stripe,3,100000,100000,ours,enum_sampling,1000000,3,1,566.008,25.1577,579.905,581.027,600000,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep00__g1,stripe,3,100000,100000,ours,adaptive,1000000,3,1,367.835,27.3644,382.333,384.643,600000,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,sampling,1000,3,1,491.957,25.7899,505.705,507.734,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,enum_sampling,1000,3,1,480.489,25.4755,494.081,496.066,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,adaptive,1000,3,1,583.057,29.8841,600.101,600.478,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,sampling,3000,3,1,493.079,25.4955,507.075,508.368,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,enum_sampling,3000,3,1,477.806,28.2217,493.72,494.401,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,adaptive,3000,3,1,582.55,29.3571,597.325,601.158,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,sampling,10000,3,1,492.832,25.6702,506.699,508.398,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,enum_sampling,10000,3,1,479.635,29.1805,494.596,497.93,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,adaptive,10000,3,1,583.954,27.3843,599.437,600.024,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,sampling,30000,3,1,496.129,26.5554,509.327,513.083,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,enum_sampling,30000,3,1,480.029,27.2407,494.982,496.365,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,adaptive,30000,3,1,587.12,29.1689,602.671,604.963,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,sampling,100000,3,1,505.361,24.5147,518.893,520.003,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,enum_sampling,100000,3,1,492.367,26.1695,507.272,507.638,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,adaptive,100000,3,1,594.483,29.819,608.6,614.019,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,sampling,300000,3,1,517.152,25.5009,531.06,532.514,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,enum_sampling,300000,3,1,511.289,26.2691,526.361,526.531,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,adaptive,300000,3,1,609.338,30.0515,624.1,628.648,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,sampling,1000000,3,1,553.769,26.6214,568.081,569.964,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,enum_sampling,1000000,3,1,595.744,27.1313,606.062,615.188,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a1_000ep01__g1,stripe,10,100000,100000,ours,adaptive,1000000,3,1,648.362,26.3033,661.986,664.752,2e+06,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,sampling,1000,3,1,492.99,26.0444,506.169,509.447,6e+06,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,enum_sampling,1000,3,1,523.868,29.3882,540.325,541.238,6e+06,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,adaptive,1000,3,1,552.45,28.2913,567.962,569.429,6e+06,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,sampling,3000,3,1,494.025,26.2603,508.705,509.567,6e+06,0,1,
exp6_stripe__nr100000__ns100000__a3_000ep01__g1,stripe,30,100000,100000,ours,enum_sampling,3000,3,1,524.903,29.6537,541.007,542.82,6e+06,0,1,
