A_alpha	rectgen_d2_N1000000_alpha0p1_seed1	100000	sjs_adaptive	ours	sampling
A_alpha	rectgen_d2_N1000000_alpha0p1_seed1	100000	sjs_sampling	ours	adaptive
A_alpha	rectgen_d2_N1000000_alpha0p1_seed1	100000	rt_adaptive	range_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha0p1_seed1	100000	rt_sampling	range_tree	adaptive
A_alpha	rectgen_d2_N1000000_alpha0p1_seed1	100000	kds_sampling	kd_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha0p3_seed1	100000	sjs_adaptive	ours	sampling
A_alpha	rectgen_d2_N1000000_alpha0p3_seed1	100000	sjs_sampling	ours	adaptive
A_alpha	rectgen_d2_N1000000_alpha0p3_seed1	100000	rt_adaptive	range_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha0p3_seed1	100000	rt_sampling	range_tree	adaptive
A_alpha	rectgen_d2_N1000000_alpha0p3_seed1	100000	kds_sampling	kd_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha1_seed1	100000	sjs_adaptive	ours	sampling
A_alpha	rectgen_d2_N1000000_alpha1_seed1	100000	sjs_sampling	ours	adaptive
A_alpha	rectgen_d2_N1000000_alpha1_seed1	100000	rt_adaptive	range_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha1_seed1	100000	rt_sampling	range_tree	adaptive
A_alpha	rectgen_d2_N1000000_alpha1_seed1	100000	kds_sampling	kd_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha3_seed1	100000	sjs_adaptive	ours	sampling
A_alpha	rectgen_d2_N1000000_alpha3_seed1	100000	sjs_sampling	ours	adaptive
A_alpha	rectgen_d2_N1000000_alpha3_seed1	100000	rt_adaptive	range_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha3_seed1	100000	rt_sampling	range_tree	adaptive
A_alpha	rectgen_d2_N1000000_alpha3_seed1	100000	kds_sampling	kd_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha10_seed1	100000	sjs_adaptive	ours	sampling
A_alpha	rectgen_d2_N1000000_alpha10_seed1	100000	sjs_sampling	ours	adaptive
A_alpha	rectgen_d2_N1000000_alpha10_seed1	100000	rt_adaptive	range_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha10_seed1	100000	rt_sampling	range_tree	adaptive
A_alpha	rectgen_d2_N1000000_alpha10_seed1	100000	kds_sampling	kd_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha30_seed1	100000	sjs_adaptive	ours	sampling
A_alpha	rectgen_d2_N1000000_alpha30_seed1	100000	sjs_sampling	ours	adaptive
A_alpha	rectgen_d2_N1000000_alpha30_seed1	100000	rt_adaptive	range_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha30_seed1	100000	rt_sampling	range_tree	adaptive
A_alpha	rectgen_d2_N1000000_alpha30_seed1	100000	kds_sampling	kd_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha100_seed1	100000	sjs_adaptive	ours	sampling
A_alpha	rectgen_d2_N1000000_alpha100_seed1	100000	sjs_sampling	ours	adaptive
A_alpha	rectgen_d2_N1000000_alpha100_seed1	100000	rt_adaptive	range_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha100_seed1	100000	rt_sampling	range_tree	adaptive
A_alpha	rectgen_d2_N1000000_alpha100_seed1	100000	kds_sampling	kd_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha300_seed1	100000	sjs_adaptive	ours	sampling
A_alpha	rectgen_d2_N1000000_alpha300_seed1	100000	sjs_sampling	ours	adaptive
A_alpha	rectgen_d2_N1000000_alpha300_seed1	100000	rt_adaptive	range_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha300_seed1	100000	rt_sampling	range_tree	adaptive
A_alpha	rectgen_d2_N1000000_alpha300_seed1	100000	kds_sampling	kd_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha1000_seed1	100000	sjs_adaptive	ours	sampling
A_alpha	rectgen_d2_N1000000_alpha1000_seed1	100000	sjs_sampling	ours	adaptive
A_alpha	rectgen_d2_N1000000_alpha1000_seed1	100000	rt_adaptive	range_tree	sampling
A_alpha	rectgen_d2_N1000000_alpha1000_seed1	100000	rt_sampling	range_tree	adaptive
A_alpha	rectgen_d2_N1000000_alpha1000_seed1	100000	kds_sampling	kd_tree	sampling
B_N	rectgen_d2_N100000_alpha200_seed1	100000	sjs_adaptive	ours	sampling
B_N	rectgen_d2_N100000_alpha200_seed1	100000	sjs_sampling	ours	adaptive
B_N	rectgen_d2_N100000_alpha200_seed1	100000	rt_adaptive	range_tree	sampling
B_N	rectgen_d2_N100000_alpha200_seed1	100000	rt_sampling	range_tree	adaptive
B_N	rectgen_d2_N100000_alpha200_seed1	100000	kds_sampling	kd_tree	sampling
B_N	rectgen_d2_N200000_alpha200_seed1	100000	sjs_adaptive	ours	sampling
B_N	rectgen_d2_N200000_alpha200_seed1	100000	sjs_sampling	ours	adaptive
B_N	rectgen_d2_N200000_alpha200_seed1	100000	rt_adaptive	range_tree	sampling
B_N	rectgen_d2_N200000_alpha200_seed1	100000	rt_sampling	range_tree	adaptive
B_N	rectgen_d2_N200000_alpha200_seed1	100000	kds_sampling	kd_tree	sampling
B_N	rectgen_d2_N500000_alpha200_seed1	100000	sjs_adaptive	ours	sampling
B_N	rectgen_d2_N500000_alpha200_seed1	100000	sjs_sampling	ours	adaptive
B_N	rectgen_d2_N500000_alpha200_seed1	100000	rt_adaptive	range_tree	sampling
B_N	rectgen_d2_N500000_alpha200_seed1	100000	rt_sampling	range_tree	adaptive
B_N	rectgen_d2_N500000_alpha200_seed1	100000	kds_sampling	kd_tree	sampling
B_N	rectgen_d2_N1000000_alpha200_seed1	100000	sjs_adaptive	ours	sampling
B_N	rectgen_d2_N1000000_alpha200_seed1	100000	sjs_sampling	ours	adaptive
B_N	rectgen_d2_N1000000_alpha200_seed1	100000	rt_adaptive	range_tree	sampling
B_N	rectgen_d2_N1000000_alpha200_seed1	100000	rt_sampling	range_tree	adaptive
B_N	rectgen_d2_N1000000_alpha200_seed1	100000	kds_sampling	kd_tree	sampling
B_N	rectgen_d2_N2000000_alpha200_seed1	100000	sjs_adaptive	ours	sampling
B_N	rectgen_d2_N2000000_alpha200_seed1	100000	sjs_sampling	ours	adaptive
B_N	rectgen_d2_N2000000_alpha200_seed1	100000	rt_adaptive	range_tree	sampling
B_N	rectgen_d2_N2000000_alpha200_seed1	100000	rt_sampling	range_tree	adaptive
B_N	rectgen_d2_N2000000_alpha200_seed1	100000	kds_sampling	kd_tree	sampling
B_N	rectgen_d2_N5000000_alpha200_seed1	100000	sjs_adaptive	ours	sampling
B_N	rectgen_d2_N5000000_alpha200_seed1	100000	sjs_sampling	ours	adaptive
B_N	rectgen_d2_N5000000_alpha200_seed1	100000	rt_adaptive	range_tree	sampling
B_N	rectgen_d2_N5000000_alpha200_seed1	100000	rt_sampling	range_tree	adaptive
B_N	rectgen_d2_N5000000_alpha200_seed1	100000	kds_sampling	kd_tree	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	100000	sjs_adaptive	ours	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	100000	sjs_sampling	ours	adaptive
C_t	rectgen_d2_N1000000_alpha200_seed1	100000	rt_adaptive	range_tree	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	100000	rt_sampling	range_tree	adaptive
C_t	rectgen_d2_N1000000_alpha200_seed1	100000	kds_sampling	kd_tree	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	300000	sjs_adaptive	ours	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	300000	sjs_sampling	ours	adaptive
C_t	rectgen_d2_N1000000_alpha200_seed1	300000	rt_adaptive	range_tree	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	300000	rt_sampling	range_tree	adaptive
C_t	rectgen_d2_N1000000_alpha200_seed1	300000	kds_sampling	kd_tree	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	1000000	sjs_adaptive	ours	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	1000000	sjs_sampling	ours	adaptive
C_t	rectgen_d2_N1000000_alpha200_seed1	1000000	rt_adaptive	range_tree	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	1000000	rt_sampling	range_tree	adaptive
C_t	rectgen_d2_N1000000_alpha200_seed1	1000000	kds_sampling	kd_tree	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	3000000	sjs_adaptive	ours	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	3000000	sjs_sampling	ours	adaptive
C_t	rectgen_d2_N1000000_alpha200_seed1	3000000	rt_adaptive	range_tree	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	3000000	rt_sampling	range_tree	adaptive
C_t	rectgen_d2_N1000000_alpha200_seed1	3000000	kds_sampling	kd_tree	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	10000000	sjs_adaptive	ours	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	10000000	sjs_sampling	ours	adaptive
C_t	rectgen_d2_N1000000_alpha200_seed1	10000000	rt_adaptive	range_tree	sampling
C_t	rectgen_d2_N1000000_alpha200_seed1	10000000	rt_sampling	range_tree	adaptive
C_t	rectgen_d2_N1000000_alpha200_seed1	10000000	kds_sampling	kd_tree	sampling
