alpha,t,N,method,variant,wall_median_ms,wall_p95_ms,build_median_ms,build_p95_ms,count_value,count_exact,enum_truncated_any,used_enumeration_any,rss_kb,rss_mb,exit_code,enum_truncated_any_rss,wall_median_s,wall_p95_s,build_median_s,build_p95_s
5,100000,800000,tlsop,enum_sampling,72398.3,72656.81999999999,5118.255782,5164.3368996,8000000.0,1,0,1,290916,284.09765625,0,0,72.3983,72.65682,5.118255782,5.1643368996
5,100000,800000,tlsop,sampling,72418.5,72653.5,5124.810414,5156.5945548,8000000.0,1,0,0,290652,283.83984375,0,0,72.4185,72.6535,5.124810414,5.1565945548
5,100000,800000,tsunami,adaptive,324880.0,327121.0,931.254239,963.5869650000001,8000000.0,1,1,0,264264,258.0703125,0,1,324.88,327.121,0.931254239,0.9635869650000001
5,100000,800000,tsunami,enum_sampling,365042.0,366395.0,928.65637,962.2925036,8000000.0,1,0,1,255480,249.4921875,0,0,365.042,366.395,0.92865637,0.9622925036000001
5,100000,800000,tsunami,sampling,323151.0,325546.0,932.571572,967.4326126,8000000.0,1,0,0,261792,255.65625,0,0,323.151,325.546,0.932571572,0.9674326126
100,100000,50000,aabb,adaptive,1798.58,1808.57,17.308485,19.165111,10000000.0,1,1,0,64324,62.81640625,0,1,1.7985799999999998,1.80857,0.017308485000000002,0.019165111
100,100000,50000,aabb,enum_sampling,2137.22,2147.064,0.00092,0.005007199999999999,10000000.0,1,0,1,34804,33.98828125,0,0,2.1372199999999997,2.147064,9.2e-07,5.007199999999999e-06
100,100000,50000,aabb,sampling,1569.46,1575.568,18.015293,18.6944592,10000000.0,1,0,0,33492,32.70703125,0,0,1.56946,1.575568,0.018015292999999998,0.0186944592
100,100000,50000,interval_tree,adaptive,509.074,547.9454,63.05298,78.9609146,10000000.0,1,1,0,300100,293.06640625,0,1,0.509074,0.5479453999999999,0.06305298,0.0789609146
100,100000,50000,interval_tree,enum_sampling,445.884,474.9366,0.00134,0.0045899999999999995,10000000.0,1,0,1,145328,141.921875,0,0,0.445884,0.4749366,1.34e-06,4.589999999999999e-06
100,100000,50000,interval_tree,sampling,373.741,383.2854,63.49134,79.29264500000001,10000000.0,1,0,0,150832,147.296875,0,0,0.373741,0.3832854,0.06349134000000001,0.07929264500000001
100,100000,50000,kd_tree,adaptive,447.062,455.0134,45.729067,48.8438476,10000000.0,1,1,0,57532,56.18359375,0,1,0.447062,0.4550134,0.045729067,0.0488438476
100,100000,50000,kd_tree,enum_sampling,603.109,606.1538,0.00105,0.004987199999999999,10000000.0,1,0,1,31448,30.7109375,0,0,0.603109,0.6061538000000001,1.05e-06,4.987199999999999e-06
100,100000,50000,kd_tree,sampling,259.669,262.4626,45.834851,48.153587800000004,10000000.0,1,0,0,30176,29.46875,0,0,0.259669,0.2624626,0.045834851,0.0481535878
100,100000,50000,ours,adaptive,246.792,252.2774,47.750256,54.7644742,10000000.0,1,1,0,112344,109.7109375,0,1,0.246792,0.2522774,0.047750256,0.0547644742
100,100000,50000,ours,enum_sampling,306.551,308.0684,48.181952,54.7395318,10000000.0,1,0,1,97568,95.28125,0,0,0.30655099999999996,0.3080684,0.048181952,0.054739531800000005
100,100000,50000,ours,sampling,214.175,216.4006,48.303385,54.8290552,10000000.0,1,0,0,99684,97.34765625,0,0,0.214175,0.2164006,0.048303385,0.0548290552
100,100000,50000,pbsm,adaptive,258.169,263.029,10.77682,10.9676386,10000000.0,1,1,0,24152,23.5859375,0,1,0.258169,0.263029,0.010776820000000001,0.010967638600000001
100,100000,50000,pbsm,enum_sampling,248.288,248.7508,10.844084,11.0481596,10000000.0,1,0,1,10660,10.41015625,0,0,0.248288,0.2487508,0.010844084,0.0110481596
100,100000,50000,pbsm,sampling,239.061,239.3434,10.835805,10.9536026,10000000.0,1,0,0,10796,10.54296875,0,0,0.239061,0.2393434,0.010835805,0.010953602599999999
100,100000,50000,r_tree,adaptive,470.528,477.69,17.906068,18.9027688,10000000.0,1,1,0,62580,61.11328125,0,1,0.470528,0.47769,0.017906068,0.0189027688
100,100000,50000,r_tree,enum_sampling,507.166,511.8398,17.3587,18.8761404,10000000.0,1,0,1,36356,35.50390625,0,0,0.507166,0.5118398000000001,0.017358699999999998,0.0188761404
100,100000,50000,r_tree,sampling,364.698,366.5312,18.132339,19.0455792,10000000.0,1,0,0,30052,29.34765625,0,0,0.36469799999999997,0.3665312,0.018132339,0.0190455792
100,100000,50000,range_tree,adaptive,1052.4,1064.1019999999999,42.668647,51.1526582,10000000.0,1,1,0,94556,92.33984375,0,1,1.0524,1.0641019999999999,0.042668647,0.0511526582
100,100000,50000,range_tree,enum_sampling,1420.83,1438.442,0.00073,0.005066199999999999,10000000.0,1,0,1,47332,46.22265625,0,0,1.42083,1.438442,7.3e-07,5.066199999999999e-06
100,100000,50000,range_tree,sampling,769.791,778.0486,43.462906,50.8185502,10000000.0,1,0,0,44120,43.0859375,0,0,0.769791,0.7780486,0.043462905999999996,0.0508185502
100,100000,50000,rejection,adaptive,248.021,253.7816,150.886691,159.7995158,10017300.0,0,1,0,83160,81.2109375,0,1,0.248021,0.2537816,0.15088669100000002,0.15979951579999999
100,100000,50000,rejection,enum_sampling,769.828,773.8662,147.612866,159.6144334,10000000.0,1,0,1,58060,56.69921875,0,0,0.769828,0.7738662000000001,0.147612866,0.1596144334
100,100000,50000,rejection,sampling,221.464,227.2378,155.212928,165.5166494,10017300.0,0,0,0,56840,55.5078125,0,0,0.221464,0.2272378,0.155212928,0.1655166494
100,100000,50000,sirs,adaptive,656.105,663.2028,54.035116,55.5682108,10000000.0,1,1,0,38392,37.4921875,0,1,0.656105,0.6632028,0.054035116,0.055568210800000004
100,100000,50000,sirs,enum_sampling,860.448,862.1254,53.975418,55.529397599999996,10000000.0,1,0,1,14228,13.89453125,0,0,0.860448,0.8621254,0.053975418,0.055529397599999995
100,100000,50000,sirs,sampling,634.617,636.852,53.949207,55.4907306,10000000.0,1,0,0,15204,14.84765625,0,0,0.634617,0.636852,0.053949207,0.055490730599999996
100,100000,50000,tlsop,adaptive,694.354,699.6696,180.948164,183.1938548,10000000.0,1,1,0,41080,40.1171875,0,1,0.694354,0.6996695999999999,0.180948164,0.1831938548
100,100000,50000,tlsop,enum_sampling,661.715,667.9906,179.654752,182.3221536,10000000.0,1,0,1,27628,26.98046875,0,0,0.661715,0.6679906,0.179654752,0.1823221536
100,100000,50000,tlsop,sampling,652.681,654.8586,180.61728,183.365686,10000000.0,1,0,0,27576,26.9296875,0,0,0.6526810000000001,0.6548586000000001,0.18061728,0.183365686
100,100000,50000,tsunami,adaptive,1716.33,1721.914,39.590601,41.7843962,10000000.0,1,1,0,43196,42.18359375,0,1,1.71633,1.721914,0.039590600999999996,0.041784396200000004
100,100000,50000,tsunami,enum_sampling,1902.74,1905.482,39.62879,41.8492236,10000000.0,1,0,1,21308,20.80859375,0,0,1.90274,1.905482,0.039628790000000004,0.0418492236
100,100000,50000,tsunami,sampling,1696.7,1700.194,39.637663,42.5318152,10000000.0,1,0,0,21720,21.2109375,0,0,1.6967,1.700194,0.039637663000000004,0.042531815199999996
100,100000,100000,aabb,adaptive,4296.17,4319.476,37.292814,39.9016882,20000000.0,1,1,0,104052,101.61328125,0,1,4.29617,4.319476,0.037292814,0.0399016882
100,100000,100000,aabb,enum_sampling,6211.21,6249.1759999999995,0.000999,0.005217999999999999,20000000.0,1,0,1,65320,63.7890625,0,0,6.21121,6.249175999999999,9.99e-07,5.217999999999999e-06
100,100000,100000,aabb,sampling,3996.53,4011.2000000000003,38.707629,39.7570296,20000000.0,1,0,0,60716,59.29296875,0,0,3.9965300000000004,4.0112000000000005,0.038707629,0.0397570296
100,100000,100000,interval_tree,adaptive,1127.21,1164.266,137.866925,168.2567788,20000000.0,1,1,0,571228,557.83984375,0,1,1.12721,1.164266,0.137866925,0.1682567788
100,100000,100000,interval_tree,enum_sampling,1032.7,1071.0700000000002,0.00139,0.0034919999999999994,20000000.0,1,0,1,292968,286.1015625,0,0,1.0327,1.0710700000000002,1.39e-06,3.4919999999999993e-06
100,100000,100000,interval_tree,sampling,865.83,877.6922,137.585941,168.01140779999997,20000000.0,1,0,0,304816,297.671875,0,0,0.86583,0.8776921999999999,0.137585941,0.16801140779999998
100,100000,100000,kd_tree,adaptive,866.011,881.2108,94.75694,101.2600666,20000000.0,1,1,0,98916,96.59765625,0,1,0.866011,0.8812108,0.09475694,0.1012600666
100,100000,100000,kd_tree,enum_sampling,1311.78,1327.294,0.00092,0.004477999999999999,20000000.0,1,0,1,58580,57.20703125,0,0,1.31178,1.3272940000000002,9.2e-07,4.477999999999999e-06
100,100000,100000,kd_tree,sampling,541.555,546.6974,96.817678,100.671099,20000000.0,1,0,0,54108,52.83984375,0,0,0.5415549999999999,0.5466974,0.096817678,0.100671099
100,100000,100000,ours,adaptive,575.624,578.9486,104.901949,115.7321226,20000000.0,1,1,0,213740,208.73046875,0,1,0.575624,0.5789486,0.10490194900000001,0.1157321226
100,100000,100000,ours,enum_sampling,702.945,707.0146,104.905104,115.2968052,20000000.0,1,0,1,188116,183.70703125,0,0,0.702945,0.7070145999999999,0.104905104,0.11529680519999999
100,100000,100000,ours,sampling,531.886,535.9188,104.573264,115.7126256,20000000.0,1,0,0,198624,193.96875,0,0,0.531886,0.5359188,0.104573264,0.1157126256
100,100000,100000,pbsm,adaptive,544.21,548.984,22.840064,23.2581344,20000000.0,1,1,0,28580,27.91015625,0,1,0.5442100000000001,0.548984,0.022840064,0.023258134399999998
100,100000,100000,pbsm,enum_sampling,519.213,520.0808,23.243302,23.4274248,20000000.0,1,0,1,15032,14.6796875,0,0,0.5192129999999999,0.5200807999999999,0.023243302,0.0234274248
100,100000,100000,pbsm,sampling,495.038,497.05899999999997,23.117835,23.3801162,20000000.0,1,0,0,15100,14.74609375,0,0,0.49503800000000003,0.497059,0.023117835,0.0233801162
100,100000,100000,r_tree,adaptive,924.357,940.121,37.599192,40.1431698,20000000.0,1,1,0,86084,84.06640625,0,1,0.924357,0.940121,0.037599192000000003,0.0401431698
100,100000,100000,r_tree,enum_sampling,1101.57,1106.57,37.624645,39.0596972,20000000.0,1,0,1,68448,66.84375,0,0,1.10157,1.1065699999999998,0.037624645,0.0390596972
100,100000,100000,r_tree,sampling,754.58,765.353,38.435339,40.5373968,20000000.0,1,0,0,50132,48.95703125,0,0,0.75458,0.765353,0.038435339,0.0405373968
100,100000,100000,range_tree,adaptive,2485.23,2509.16,92.706487,106.61192279999999,20000000.0,1,1,0,164072,160.2265625,0,1,2.48523,2.50916,0.09270648699999999,0.1066119228
100,100000,100000,range_tree,enum_sampling,3313.43,3340.186,0.001,0.004769999999999999,20000000.0,1,0,1,89664,87.5625,0,0,3.31343,3.340186,1e-06,4.769999999999999e-06
100,100000,100000,range_tree,sampling,1982.43,1998.16,93.145638,105.91901759999999,20000000.0,1,0,0,86484,84.45703125,0,0,1.9824300000000001,1.9981600000000002,0.093145638,0.10591901759999998
100,100000,100000,rejection,adaptive,460.005,473.51919999999996,289.718687,308.7810872,19887500.0,0,1,0,121256,118.4140625,0,1,0.460005,0.4735192,0.289718687,0.3087810872
100,100000,100000,rejection,enum_sampling,2074.5,2078.478,288.310067,307.397725,20000000.0,1,0,1,99952,97.609375,0,0,2.0745,2.078478,0.288310067,0.30739772499999996
100,100000,100000,rejection,sampling,428.148,438.428,284.506757,304.17839100000003,19887500.0,0,0,0,99664,97.328125,0,0,0.42814800000000003,0.438428,0.284506757,0.30417839100000005
100,100000,100000,sirs,adaptive,3033.75,3042.7219999999998,119.420706,122.35844420000001,20000000.0,1,1,0,47012,45.91015625,0,1,3.03375,3.042722,0.119420706,0.12235844420000001
100,100000,100000,sirs,enum_sampling,3875.01,3878.292,119.320232,122.27449200000001,20000000.0,1,0,1,21916,21.40234375,0,0,3.87501,3.878292,0.119320232,0.12227449200000001
100,100000,100000,sirs,sampling,3002.75,3007.0679999999998,119.51551,122.3049672,20000000.0,1,0,0,24096,23.53125,0,0,3.00275,3.007068,0.11951551,0.12230496719999999
100,100000,100000,tlsop,adaptive,1880.24,1889.266,411.453399,415.8604754,20000000.0,1,1,0,58588,57.21484375,0,1,1.88024,1.8892660000000001,0.411453399,0.4158604754
100,100000,100000,tlsop,enum_sampling,1812.39,1815.364,411.196832,415.4031026,20000000.0,1,0,1,45300,44.23828125,0,0,1.8123900000000002,1.815364,0.41119683199999996,0.4154031026
100,100000,100000,tlsop,sampling,1796.8,1803.162,411.591102,416.6629686,20000000.0,1,0,0,45216,44.15625,0,0,1.7968,1.803162,0.411591102,0.4166629686
100,100000,100000,tsunami,adaptive,5736.91,5744.766,86.924355,91.1555936,20000000.0,1,1,0,58204,56.83984375,0,1,5.73691,5.744765999999999,0.08692435500000001,0.0911555936
100,100000,100000,tsunami,enum_sampling,6325.5,6338.228,86.934474,91.1032168,20000000.0,1,0,1,37224,36.3515625,0,0,6.3255,6.338228,0.086934474,0.0911032168
100,100000,100000,tsunami,sampling,5727.1,5734.148,86.9979,91.4993488,20000000.0,1,0,0,37812,36.92578125,0,0,5.7271,5.734148,0.0869979,0.0914993488
100,100000,200000,aabb,adaptive,10609.6,10650.86,76.956121,80.80838179999999,40000000.0,1,1,0,195532,190.94921875,0,1,10.6096,10.65086,0.076956121,0.0808083818
100,100000,200000,aabb,enum_sampling,19206.3,19359.06,0.00068,0.0036657999999999994,40000000.0,1,0,1,126148,123.19140625,0,0,19.2063,19.359060000000003,6.800000000000001e-07,3.6657999999999993e-06
100,100000,200000,aabb,sampling,10154.0,10180.96,77.974361,80.95856719999999,40000000.0,1,0,0,115688,112.9765625,0,0,10.154,10.180959999999999,0.077974361,0.08095856719999998
100,100000,200000,interval_tree,adaptive,2528.94,2546.754,302.033204,352.104541,40000000.0,1,1,0,1140712,1113.9765625,0,1,2.52894,2.546754,0.302033204,0.352104541
100,100000,200000,interval_tree,enum_sampling,2385.84,2405.248,0.00129,0.0050279999999999995,40000000.0,1,0,1,596044,582.07421875,0,0,2.38584,2.405248,1.29e-06,5.027999999999999e-06
100,100000,200000,interval_tree,sampling,1966.82,1972.134,301.578368,354.5458268,40000000.0,1,0,0,621436,606.87109375,0,0,1.96682,1.972134,0.301578368,0.35454582679999996
100,100000,200000,kd_tree,adaptive,1725.66,1752.642,201.183004,209.41657419999999,40000000.0,1,1,0,161736,157.9453125,0,1,1.72566,1.752642,0.201183004,0.20941657419999998
100,100000,200000,kd_tree,enum_sampling,2894.09,2906.83,0.00105,0.004625999999999999,40000000.0,1,0,1,112220,109.58984375,0,0,2.8940900000000003,2.90683,1.05e-06,4.625999999999999e-06
100,100000,200000,kd_tree,sampling,1143.8,1156.114,200.091035,210.0357932,40000000.0,1,0,0,102256,99.859375,0,0,1.1438,1.156114,0.200091035,0.2100357932
100,100000,200000,ours,adaptive,1335.05,1340.202,231.965047,244.7327162,40000000.0,1,1,0,416216,406.4609375,0,1,1.3350499999999998,1.340202,0.231965047,0.2447327162
100,100000,200000,ours,enum_sampling,1624.85,1635.134,234.818128,243.5761894,40000000.0,1,0,1,380916,371.98828125,0,0,1.62485,1.635134,0.23481812800000001,0.2435761894
100,100000,200000,ours,sampling,1282.93,1286.906,234.367827,245.0803262,40000000.0,1,0,0,408128,398.5625,0,0,1.2829300000000001,1.2869059999999999,0.234367827,0.2450803262
100,100000,200000,pbsm,adaptive,1140.68,1150.236,48.790965,49.6316498,40000000.0,1,1,0,37200,36.328125,0,1,1.1406800000000001,1.150236,0.048790965,0.0496316498
100,100000,200000,pbsm,enum_sampling,1087.26,1089.862,49.201299,49.7090172,40000000.0,1,0,1,22492,21.96484375,0,0,1.08726,1.089862,0.049201299,0.0497090172
100,100000,200000,pbsm,sampling,1065.32,1068.444,49.959228,50.0184572,40000000.0,1,0,0,22592,22.0625,0,0,1.06532,1.068444,0.049959228,0.0500184572
100,100000,200000,r_tree,adaptive,1918.6,1937.892,78.521615,81.930167,40000000.0,1,1,0,141208,137.8984375,0,1,1.9185999999999999,1.937892,0.078521615,0.081930167
100,100000,200000,r_tree,enum_sampling,2420.31,2436.384,76.721927,79.823742,40000000.0,1,0,1,129832,126.7890625,0,0,2.4203099999999997,2.436384,0.076721927,0.07982374199999999
100,100000,200000,r_tree,sampling,1618.64,1633.6879999999999,77.319587,81.791049,40000000.0,1,0,0,94344,92.1328125,0,0,1.61864,1.6336879999999998,0.077319587,0.081791049
100,100000,200000,range_tree,adaptive,6308.96,6346.964,194.724052,230.2773364,40000000.0,1,1,0,305564,298.40234375,0,1,6.30896,6.346964,0.194724052,0.2302773364
100,100000,200000,range_tree,enum_sampling,8114.47,8131.472,0.00073,0.0035331999999999994,40000000.0,1,0,1,188908,184.48046875,0,0,8.11447,8.131472,7.3e-07,3.5331999999999995e-06
100,100000,200000,range_tree,sampling,5399.74,5436.858,192.278766,230.5799974,40000000.0,1,0,0,177700,173.53515625,0,0,5.3997399999999995,5.436858,0.192278766,0.2305799974
100,100000,200000,rejection,adaptive,939.516,961.7702,564.505361,601.7268452000001,40016000.0,0,1,0,205916,201.08984375,0,1,0.939516,0.9617702,0.564505361,0.6017268452000001
100,100000,200000,rejection,enum_sampling,6506.86,6529.598,562.778619,600.7213586,40000000.0,1,0,1,186288,181.921875,0,0,6.50686,6.529598,0.562778619,0.6007213586
100,100000,200000,rejection,sampling,908.137,926.2338,566.330967,602.7933004,40016000.0,0,0,0,186236,181.87109375,0,0,0.908137,0.9262338,0.566330967,0.6027933004
100,100000,200000,sirs,adaptive,5565.05,5577.2699999999995,263.545177,269.3368678,40000000.0,1,1,0,64176,62.671875,0,1,5.56505,5.5772699999999995,0.263545177,0.2693368678
100,100000,200000,sirs,enum_sampling,7290.16,7295.204000000001,260.826822,266.52224279999996,40000000.0,1,0,1,37844,36.95703125,0,0,7.29016,7.295204000000001,0.260826822,0.2665222428
100,100000,200000,sirs,sampling,5583.88,5591.082,261.696873,267.37614479999996,40000000.0,1,0,0,44184,43.1484375,0,0,5.58388,5.591082,0.261696873,0.26737614479999994
100,100000,200000,tlsop,adaptive,6059.08,6079.192,1011.467708,1021.9231712,40000000.0,1,1,0,93936,91.734375,0,1,6.05908,6.079192,1.011467708,1.0219231711999999
100,100000,200000,tlsop,enum_sampling,5899.62,5911.802,1014.744419,1024.366248,40000000.0,1,0,1,80612,78.72265625,0,0,5.89962,5.911802,1.014744419,1.024366248
100,100000,200000,tlsop,sampling,5874.16,5882.778,1013.973651,1023.8326038,40000000.0,1,0,0,80588,78.69921875,0,0,5.87416,5.882778,1.013973651,1.0238326038
100,100000,200000,tsunami,adaptive,18791.0,18802.239999999998,189.519478,198.3113232,40000000.0,1,1,0,88708,86.62890625,0,1,18.791,18.802239999999998,0.189519478,0.1983113232
100,100000,200000,tsunami,enum_sampling,20874.6,20886.64,190.084701,198.6165422,40000000.0,1,0,1,69036,67.41796875,0,0,20.874599999999997,20.88664,0.190084701,0.1986165422
100,100000,200000,tsunami,sampling,18878.4,18885.8,190.324781,198.8588314,40000000.0,1,0,0,70612,68.95703125,0,0,18.878400000000003,18.8858,0.190324781,0.19885883140000002
100,100000,400000,aabb,adaptive,25986.9,26059.84,168.014702,171.6055418,80000000.0,1,1,0,282608,275.984375,0,1,25.986900000000002,26.05984,0.168014702,0.1716055418
100,100000,400000,aabb,enum_sampling,34874.6,34933.2,0.00091,0.003907999999999999,50000000.0,0,1,1,198068,193.42578125,0,1,34.8746,34.9332,9.1e-07,3.907999999999999e-06
100,100000,400000,aabb,sampling,24873.5,24918.76,168.218114,171.6822572,80000000.0,1,0,0,229724,224.33984375,0,0,24.8735,24.91876,0.168218114,0.17168225720000002
100,100000,400000,interval_tree,adaptive,5541.96,5574.97,669.113274,746.4580304,80000000.0,1,1,0,2297200,2243.359375,0,1,5.54196,5.57497,0.6691132740000001,0.7464580304
100,100000,400000,interval_tree,enum_sampling,3936.77,3947.3019999999997,0.00133,0.004567999999999999,50000000.0,0,1,1,1202464,1174.28125,0,1,3.93677,3.9473019999999996,1.33e-06,4.567999999999999e-06
100,100000,400000,interval_tree,sampling,4449.17,4485.9039999999995,670.085107,750.7947686,80000000.0,1,0,0,1270340,1240.56640625,0,0,4.4491700000000005,4.485904,0.670085107,0.7507947686
100,100000,400000,kd_tree,adaptive,4138.26,4168.616,420.128896,440.5085962,80000000.0,1,1,0,309312,302.0625,0,1,4.13826,4.168616,0.420128896,0.4405085962
100,100000,400000,kd_tree,enum_sampling,5333.82,5388.372,0.00069,0.0038379999999999994,50000000.0,0,1,1,188816,184.390625,0,1,5.333819999999999,5.388372,6.9e-07,3.8379999999999995e-06
100,100000,400000,kd_tree,sampling,2825.58,2840.768,426.497475,440.1264296,80000000.0,1,0,0,198584,193.9296875,0,0,2.82558,2.840768,0.426497475,0.4401264296
100,100000,400000,ours,adaptive,3145.26,3153.7799999999997,531.746368,538.2691520000001,80000000.0,1,1,0,821796,802.53515625,0,1,3.1452600000000004,3.15378,0.531746368,0.538269152
100,100000,400000,ours,enum_sampling,2556.42,3198.024,521.213117,527.379953,50000000.0,0,1,1,743536,726.109375,0,1,2.55642,3.1980239999999998,0.5212131170000001,0.527379953
100,100000,400000,ours,sampling,3075.11,3077.182,535.267829,539.0429312,80000000.0,1,0,0,804488,785.6328125,0,0,3.07511,3.0771819999999996,0.535267829,0.5390429312
100,100000,400000,pbsm,adaptive,2500.31,2521.0820000000003,105.982017,107.6583096,80000000.0,1,1,0,54148,52.87890625,0,1,2.50031,2.5210820000000003,0.105982017,0.1076583096
100,100000,400000,pbsm,enum_sampling,1690.01,1690.556,107.850916,107.9544294,50000000.0,0,1,1,39564,38.63671875,0,1,1.69001,1.690556,0.10785091599999999,0.1079544294
100,100000,400000,pbsm,sampling,2464.82,2467.996,106.699242,107.6714916,80000000.0,1,0,0,39560,38.6328125,0,0,2.46482,2.4679960000000003,0.106699242,0.1076714916
100,100000,400000,r_tree,adaptive,4124.11,4155.822,168.36884,173.25174579999998,80000000.0,1,1,0,251364,245.47265625,0,1,4.12411,4.155822,0.16836884000000002,0.17325174579999997
100,100000,400000,r_tree,enum_sampling,3823.7,3861.288,166.582072,170.14669080000002,50000000.0,0,1,1,218284,213.16796875,0,1,3.8236999999999997,3.861288,0.166582072,0.17014669080000003
100,100000,400000,r_tree,sampling,3626.12,3635.982,169.088242,173.63954080000002,80000000.0,1,0,0,183876,179.56640625,0,0,3.62612,3.635982,0.169088242,0.17363954080000002
100,100000,400000,range_tree,adaptive,16457.6,16537.16,413.485546,483.6473906,80000000.0,1,1,0,583592,569.9140625,0,1,16.4576,16.53716,0.413485546,0.4836473906
100,100000,400000,range_tree,enum_sampling,13395.7,13397.38,0.00078,0.0037359999999999997,50000000.0,0,1,1,324536,316.9296875,0,1,13.395700000000001,13.39738,7.799999999999999e-07,3.736e-06
100,100000,400000,range_tree,sampling,14690.4,14777.18,416.799213,483.6987664,80000000.0,1,0,0,343128,335.0859375,0,0,14.6904,14.77718,0.416799213,0.48369876640000004
100,100000,400000,rejection,adaptive,1953.85,1977.78,1123.326549,1183.318966,79009400.0,0,1,0,383452,374.46484375,0,1,1.9538499999999999,1.9777799999999999,1.1233265490000002,1.183318966
100,100000,400000,rejection,enum_sampling,2450.39,2474.444,1101.105966,1169.7770048,50000000.0,0,1,1,359208,350.7890625,0,1,2.45039,2.474444,1.101105966,1.1697770048
100,100000,400000,rejection,sampling,1888.56,1912.206,1099.07069,1166.042913,79009400.0,0,0,0,359340,350.91796875,0,0,1.88856,1.9122059999999999,1.09907069,1.166042913
100,100000,400000,sirs,adaptive,26755.0,26767.5,578.565769,589.4874622,80000000.0,1,1,0,99248,96.921875,0,1,26.755,26.7675,0.578565769,0.5894874622
100,100000,400000,sirs,enum_sampling,1453.29,1466.796,578.483569,589.98264,50000000.0,0,1,1,67824,66.234375,0,1,1.45329,1.466796,0.578483569,0.5899826399999999
100,100000,400000,sirs,sampling,26262.6,26273.780000000002,577.322279,589.3057476,80000000.0,1,0,0,82052,80.12890625,0,0,26.2626,26.273780000000002,0.577322279,0.5893057476
100,100000,400000,tlsop,adaptive,20593.1,20601.14,2301.442006,2320.2819364,80000000.0,1,1,0,164480,160.625,0,1,20.5931,20.60114,2.3014420060000003,2.3202819364000002
100,100000,400000,tlsop,enum_sampling,12850.9,12879.36,2298.777028,2316.4044,50000000.0,0,1,1,151196,147.65234375,0,1,12.8509,12.87936,2.298777028,2.3164043999999997
100,100000,400000,tlsop,sampling,20076.1,20078.300000000003,2292.247326,2308.8820528,80000000.0,1,0,0,151220,147.67578125,0,0,20.0761,20.078300000000002,2.292247326,2.3088820528
100,100000,400000,tsunami,adaptive,62833.3,62926.8,417.375888,433.7029046,80000000.0,1,1,0,149156,145.66015625,0,1,62.8333,62.9268,0.417375888,0.4337029046
100,100000,400000,tsunami,enum_sampling,2151.76,2161.4700000000003,418.454273,435.0513944,50000000.0,0,1,1,131372,128.29296875,0,1,2.1517600000000003,2.1614700000000004,0.418454273,0.4350513944
100,100000,400000,tsunami,sampling,62663.7,62692.94,417.103302,434.3389118,80000000.0,1,0,0,134204,131.05859375,0,0,62.6637,62.69294,0.417103302,0.4343389118
100,100000,800000,aabb,adaptive,65189.1,65279.86,345.315839,350.101677,160000000.0,1,1,0,549708,536.82421875,0,1,65.1891,65.27986,0.34531583899999996,0.350101677
100,100000,800000,aabb,enum_sampling,44802.1,44892.58,0.00095,0.004427199999999999,50000000.0,0,1,1,343080,335.0390625,0,1,44.802099999999996,44.89258,9.5e-07,4.427199999999999e-06
100,100000,800000,aabb,sampling,62517.3,62595.06,343.754812,349.741742,160000000.0,1,0,0,453020,442.40234375,0,0,62.517300000000006,62.59506,0.343754812,0.34974174199999997
100,100000,800000,interval_tree,adaptive,12007.9,12071.88,1432.258378,1582.9727831999999,160000000.0,1,1,0,4680412,4570.71484375,0,1,12.0079,12.071879999999998,1.432258378,1.5829727831999998
100,100000,800000,interval_tree,enum_sampling,6406.91,6442.296,0.0013,0.0047799999999999995,50000000.0,0,1,1,2375560,2319.8828125,0,1,6.40691,6.442296000000001,1.2999999999999998e-06,4.779999999999999e-06
100,100000,800000,interval_tree,sampling,10019.3,10071.18,1445.293968,1598.762338,160000000.0,1,0,0,2593984,2533.1875,0,0,10.0193,10.07118,1.4452939679999999,1.598762338
100,100000,800000,kd_tree,adaptive,9230.23,9239.038,897.442448,919.0113526,160000000.0,1,1,0,606196,591.98828125,0,1,9.230229999999999,9.239038,0.8974424480000001,0.9190113526
100,100000,800000,kd_tree,enum_sampling,9207.85,9225.4,0.00103,0.004273999999999999,50000000.0,0,1,1,368392,359.7578125,0,1,9.20785,9.2254,1.03e-06,4.273999999999999e-06
100,100000,800000,kd_tree,sampling,6914.2,6936.136,897.970392,921.9733768,160000000.0,1,0,0,418356,408.55078125,0,0,6.9142,6.936136,0.897970392,0.9219733768
100,100000,800000,ours,adaptive,6858.56,6882.256,1154.475792,1172.2287398,160000000.0,1,1,0,1656968,1618.1328125,0,1,6.858560000000001,6.882256,1.154475792,1.1722287398
100,100000,800000,ours,enum_sampling,4004.51,4011.2659999999996,1081.165932,1089.0760572,50000000.0,0,1,1,1367816,1335.7578125,0,1,4.00451,4.011266,1.0811659320000002,1.0890760572
100,100000,800000,ours,sampling,6743.63,6753.394,1160.840152,1172.6513638,160000000.0,1,0,0,1640808,1602.3515625,0,0,6.7436300000000005,6.753394,1.160840152,1.1726513637999998
100,100000,800000,pbsm,adaptive,8312.47,8325.322,237.24473,239.9188002,160000000.0,1,1,0,87232,85.1875,0,1,8.31247,8.325322,0.23724473000000001,0.2399188002
100,100000,800000,pbsm,enum_sampling,2852.1,2857.862,238.01417,240.40831039999998,50000000.0,0,1,1,71232,69.5625,0,1,2.8521,2.857862,0.23801417,0.24040831039999996
