dataset,generator,alpha,n_r,n_s,method,variant,t,rep,seed,ok,error,wall_ms,count_value,count_exact,used_enumeration,enum_truncated,enum_cap,adaptive_branch,adaptive_pilot_pairs,phases_json,note,config_json,gen_report_json
,rectgen,100,500,500,ours,sampling,10000,0,1,1,,713.007,102057,1,0,0,0,,0,"{""build_events_ms"":0.306967,""build_mode_families_ms"":136.658527,""phase1_count_ms"":336.097888,""phase2_plan_ms"":0.342054,""phase3_sample_ms"":239.516909,""run_build_ms"":137.003650,""run_count_ms"":336.100578,""run_sample_ms"":239.884840}",,"{""dataset"":{""source"":""synthetic"",""name"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""dim"":4,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""rectgen"",""n_r"":500,""n_s"":500,""alpha"":100,""seed"":7}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":10000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/v2/out/alpha100_light/d4"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""WARN"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""alacarte_rectgen"",""dataset"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""n_r"":500,""n_s"":500,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":100,""alpha_achieved"":102.272,""notes"":""alacarte-local alpha_expected_est=100.866 coverage=8.88835 pair_p_est=0.403464 alpha_hat_est=102.272 epsilon_alpha=0.0227175 audit_pairs=2000000""}"
,rectgen,100,500,500,ours,sampling,10000,1,2,1,,722.189,102057,1,0,0,0,,0,"{""build_events_ms"":0.156358,""build_mode_families_ms"":93.028391,""phase1_count_ms"":329.484859,""phase2_plan_ms"":0.327955,""phase3_sample_ms"":239.339066,""run_build_ms"":93.200467,""run_count_ms"":329.487388,""run_sample_ms"":239.674221}",,"{""dataset"":{""source"":""synthetic"",""name"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""dim"":4,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""rectgen"",""n_r"":500,""n_s"":500,""alpha"":100,""seed"":7}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":10000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/v2/out/alpha100_light/d4"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""WARN"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""alacarte_rectgen"",""dataset"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""n_r"":500,""n_s"":500,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":100,""alpha_achieved"":102.272,""notes"":""alacarte-local alpha_expected_est=100.866 coverage=8.88835 pair_p_est=0.403464 alpha_hat_est=102.272 epsilon_alpha=0.0227175 audit_pairs=2000000""}"
,rectgen,100,500,500,ours,sampling,10000,2,3,1,,728.431,102057,1,0,0,0,,0,"{""build_events_ms"":0.148798,""build_mode_families_ms"":93.740315,""phase1_count_ms"":332.373314,""phase2_plan_ms"":0.262880,""phase3_sample_ms"":241.860776,""run_build_ms"":93.902513,""run_count_ms"":332.376165,""run_sample_ms"":242.130045}",,"{""dataset"":{""source"":""synthetic"",""name"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""dim"":4,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""rectgen"",""n_r"":500,""n_s"":500,""alpha"":100,""seed"":7}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":10000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/v2/out/alpha100_light/d4"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""WARN"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""alacarte_rectgen"",""dataset"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""n_r"":500,""n_s"":500,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":100,""alpha_achieved"":102.272,""notes"":""alacarte-local alpha_expected_est=100.866 coverage=8.88835 pair_p_est=0.403464 alpha_hat_est=102.272 epsilon_alpha=0.0227175 audit_pairs=2000000""}"
,rectgen,100,500,500,kd_tree,sampling,10000,0,1,1,,9.32694,102057,1,0,0,0,,0,"{""build_ms"":0.137870,""build_points_ms"":0.136740,""phase1_count_ms"":3.210965,""phase2_plan_ms"":0.582675,""phase3_fill_ms"":5.375480,""run_build_ms"":0.151099,""run_count_ms"":3.211805,""run_sample_ms"":5.962545}",,"{""dataset"":{""source"":""synthetic"",""name"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""dim"":4,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""rectgen"",""n_r"":500,""n_s"":500,""alpha"":100,""seed"":7}},""run"":{""method"":""kd_tree"",""variant"":""sampling"",""t"":10000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/v2/out/alpha100_light/d4"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""WARN"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""alacarte_rectgen"",""dataset"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""n_r"":500,""n_s"":500,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":100,""alpha_achieved"":102.272,""notes"":""alacarte-local alpha_expected_est=100.866 coverage=8.88835 pair_p_est=0.403464 alpha_hat_est=102.272 epsilon_alpha=0.0227175 audit_pairs=2000000""}"
,rectgen,100,500,500,kd_tree,sampling,10000,1,2,1,,9.17211,102057,1,0,0,0,,0,"{""build_ms"":0.091923,""build_points_ms"":0.091533,""phase1_count_ms"":3.190646,""phase2_plan_ms"":0.579906,""phase3_fill_ms"":5.305495,""run_build_ms"":0.092093,""run_count_ms"":3.191176,""run_sample_ms"":5.888101}",,"{""dataset"":{""source"":""synthetic"",""name"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""dim"":4,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""rectgen"",""n_r"":500,""n_s"":500,""alpha"":100,""seed"":7}},""run"":{""method"":""kd_tree"",""variant"":""sampling"",""t"":10000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/v2/out/alpha100_light/d4"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""WARN"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""alacarte_rectgen"",""dataset"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""n_r"":500,""n_s"":500,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":100,""alpha_achieved"":102.272,""notes"":""alacarte-local alpha_expected_est=100.866 coverage=8.88835 pair_p_est=0.403464 alpha_hat_est=102.272 epsilon_alpha=0.0227175 audit_pairs=2000000""}"
,rectgen,100,500,500,kd_tree,sampling,10000,2,3,1,,9.17692,102057,1,0,0,0,,0,"{""build_ms"":0.090823,""build_points_ms"":0.090563,""phase1_count_ms"":3.195897,""phase2_plan_ms"":0.588186,""phase3_fill_ms"":5.297966,""run_build_ms"":0.091033,""run_count_ms"":3.196237,""run_sample_ms"":5.888591}",,"{""dataset"":{""source"":""synthetic"",""name"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""dim"":4,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""rectgen"",""n_r"":500,""n_s"":500,""alpha"":100,""seed"":7}},""run"":{""method"":""kd_tree"",""variant"":""sampling"",""t"":10000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/v2/out/alpha100_light/d4"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""WARN"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""alacarte_rectgen"",""dataset"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""n_r"":500,""n_s"":500,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":100,""alpha_achieved"":102.272,""notes"":""alacarte-local alpha_expected_est=100.866 coverage=8.88835 pair_p_est=0.403464 alpha_hat_est=102.272 epsilon_alpha=0.0227175 audit_pairs=2000000""}"
,rectgen,100,500,500,ours,sampling,50000,0,1,1,,682.463,102057,1,0,0,0,,0,"{""build_events_ms"":0.118411,""build_mode_families_ms"":92.977682,""phase1_count_ms"":327.547176,""phase2_plan_ms"":1.320959,""phase3_sample_ms"":260.346586,""run_build_ms"":93.108212,""run_count_ms"":327.549926,""run_sample_ms"":261.802425}",,"{""dataset"":{""source"":""synthetic"",""name"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""dim"":4,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""rectgen"",""n_r"":500,""n_s"":500,""alpha"":100,""seed"":7}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":50000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/v2/out/alpha100_light/d4"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""WARN"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""alacarte_rectgen"",""dataset"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""n_r"":500,""n_s"":500,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":100,""alpha_achieved"":102.272,""notes"":""alacarte-local alpha_expected_est=100.866 coverage=8.88835 pair_p_est=0.403464 alpha_hat_est=102.272 epsilon_alpha=0.0227175 audit_pairs=2000000""}"
,rectgen,100,500,500,ours,sampling,50000,1,2,1,,743.664,102057,1,0,0,0,,0,"{""build_events_ms"":0.156139,""build_mode_families_ms"":94.755116,""phase1_count_ms"":327.756127,""phase2_plan_ms"":1.294192,""phase3_sample_ms"":259.797963,""run_build_ms"":94.927353,""run_count_ms"":327.758857,""run_sample_ms"":261.105114}",,"{""dataset"":{""source"":""synthetic"",""name"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""dim"":4,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""rectgen"",""n_r"":500,""n_s"":500,""alpha"":100,""seed"":7}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":50000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/v2/out/alpha100_light/d4"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""WARN"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""alacarte_rectgen"",""dataset"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""n_r"":500,""n_s"":500,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":100,""alpha_achieved"":102.272,""notes"":""alacarte-local alpha_expected_est=100.866 coverage=8.88835 pair_p_est=0.403464 alpha_hat_est=102.272 epsilon_alpha=0.0227175 audit_pairs=2000000""}"
,rectgen,100,500,500,ours,sampling,50000,2,3,1,,744.604,102057,1,0,0,0,,0,"{""build_events_ms"":0.152958,""build_mode_families_ms"":93.237152,""phase1_count_ms"":330.313220,""phase2_plan_ms"":1.113155,""phase3_sample_ms"":260.004123,""run_build_ms"":93.404278,""run_count_ms"":330.315820,""run_sample_ms"":261.244508}",,"{""dataset"":{""source"":""synthetic"",""name"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""dim"":4,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""rectgen"",""n_r"":500,""n_s"":500,""alpha"":100,""seed"":7}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":50000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/v2/out/alpha100_light/d4"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""WARN"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""alacarte_rectgen"",""dataset"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""n_r"":500,""n_s"":500,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":100,""alpha_achieved"":102.272,""notes"":""alacarte-local alpha_expected_est=100.866 coverage=8.88835 pair_p_est=0.403464 alpha_hat_est=102.272 epsilon_alpha=0.0227175 audit_pairs=2000000""}"
,rectgen,100,500,500,kd_tree,sampling,50000,0,1,1,,12.4167,102057,1,0,0,0,,0,"{""build_ms"":0.130990,""build_points_ms"":0.129541,""phase1_count_ms"":3.197656,""phase2_plan_ms"":3.222495,""phase3_fill_ms"":5.850325,""run_build_ms"":0.131739,""run_count_ms"":3.198327,""run_sample_ms"":9.084638}",,"{""dataset"":{""source"":""synthetic"",""name"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""dim"":4,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""rectgen"",""n_r"":500,""n_s"":500,""alpha"":100,""seed"":7}},""run"":{""method"":""kd_tree"",""variant"":""sampling"",""t"":50000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/v2/out/alpha100_light/d4"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""WARN"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""alacarte_rectgen"",""dataset"":""alpha100_lite_d4__nr500__ns500__a1_000ep02__g7"",""n_r"":500,""n_s"":500,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":100,""alpha_achieved"":102.272,""notes"":""alacarte-local alpha_expected_est=100.866 coverage=8.88835 pair_p_est=0.403464 alpha_hat_est=102.272 epsilon_alpha=0.0227175 audit_pairs=2000000""}"
