dataset,generator,alpha,n_r,n_s,method,variant,t,repeats,ok_rate,wall_mean_ms,wall_stdev_ms,wall_median_ms,wall_p95_ms,count_mean,count_stdev,exact_frac,note
stripe_alpha__nr100000__ns100000__a3_000ep00__g1,stripe_ctrl_alpha,3,100000,100000,kd_tree,sampling,100000,3,1,389.164,0.266007,389.026,389.426,600000,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep00__g1,stripe_ctrl_alpha,3,100000,100000,kd_tree,adaptive,100000,3,1,503.96,0.82443,504.291,504.539,600000,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep00__g1,stripe_ctrl_alpha,3,100000,100000,r_tree,sampling,100000,3,1,635.39,3.29802,633.892,638.643,600000,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep00__g1,stripe_ctrl_alpha,3,100000,100000,r_tree,adaptive,100000,3,1,434.797,1.66625,434.294,436.42,600000,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep00__g1,stripe_ctrl_alpha,3,100000,100000,range_tree,sampling,100000,3,1,1895.15,2.27066,1895.69,1896.96,600000,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep00__g1,stripe_ctrl_alpha,3,100000,100000,range_tree,adaptive,100000,3,1,1318.19,4.04934,1320.02,1320.91,600000,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep00__g1,stripe_ctrl_alpha,3,100000,100000,pbsm,sampling,100000,3,1,49.278,0.305592,49.4208,49.4795,600000,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep00__g1,stripe_ctrl_alpha,3,100000,100000,pbsm,adaptive,100000,3,1,33.392,0.0340525,33.3877,33.4239,600000,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep00__g1,stripe_ctrl_alpha,3,100000,100000,tlsop,sampling,100000,3,1,1446.85,13.2099,1439.96,1459.86,600000,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep00__g1,stripe_ctrl_alpha,3,100000,100000,tlsop,adaptive,100000,3,1,924.924,0.164977,924.867,925.085,600000,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep00__g1,stripe_ctrl_alpha,3,100000,100000,sirs,sampling,100000,3,1,2883.19,2.10491,2882.01,2885.26,600000,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep00__g1,stripe_ctrl_alpha,3,100000,100000,sirs,adaptive,100000,3,1,3489.21,1.85609,3489.93,3490.53,600000,0,1,
stripe_alpha__nr100000__ns100000__a3_000ep00__g1,stripe_ctrl_alpha,3,100000,100000,rejection,sampling,100000,3,0,-1,-1,-1,-1,-1,-1,0,SKIPPED: rejection+sampling is disabled in sjs_sweep; use variant=adaptive.
