dataset,generator,alpha,n_r,n_s,method,variant,t,rep,seed,ok,wall_ms,count_value,count_exact,used_enumeration,enum_truncated,enum_cap,adaptive_branch,adaptive_pilot_pairs,phases_json,note,config_json,gen_report_json
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,sirs,adaptive,1000,1,2,1,571.226,6.33447e+06,1,0,1,0,fallback_sampling,1000001,"{""build_ms"":122.116690,""count_ms"":360.924559,""run_build_ms"":122.117280,""run_fallback_count_ms"":360.927118,""run_fallback_sample_ms"":6.625346,""run_pilot_enum_prepare_ms"":0.000590,""run_pilot_enum_scan_ms"":81.540153,""sample_ms"":6.624636,""sirs_build_index_ms"":122.115940,""sirs_build_kd_ms"":11.209782,""sirs_embed_inner_ms"":56.213859,""sirs_rank_axes_ms"":54.686229}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""sirs"",""variant"":""adaptive"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,sirs,adaptive,1000,2,3,1,567.974,6.33447e+06,1,0,1,0,fallback_sampling,1000001,"{""build_ms"":122.092500,""count_ms"":357.939509,""run_build_ms"":122.093160,""run_fallback_count_ms"":357.942199,""run_fallback_sample_ms"":6.600566,""run_pilot_enum_prepare_ms"":0.000570,""run_pilot_enum_scan_ms"":81.320868,""sample_ms"":6.599236,""sirs_build_index_ms"":122.091680,""sirs_build_kd_ms"":11.248461,""sirs_embed_inner_ms"":56.160429,""sirs_rank_axes_ms"":54.676040}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""sirs"",""variant"":""adaptive"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,rejection,sampling,1000,0,1,0,-1,-1,0,0,0,0,,0,{},SKIPPED: rejection+sampling is disabled in sjs_sweep; use variant=adaptive.,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""rejection"",""variant"":""sampling"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,rejection,sampling,1000,1,2,0,-1,-1,0,0,0,0,,0,{},SKIPPED: rejection+sampling is disabled in sjs_sweep; use variant=adaptive.,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""rejection"",""variant"":""sampling"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,rejection,sampling,1000,2,3,0,-1,-1,0,0,0,0,,0,{},SKIPPED: rejection+sampling is disabled in sjs_sweep; use variant=adaptive.,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""rejection"",""variant"":""sampling"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,rejection,adaptive,1000,0,1,1,224.329,6.33516e+06,0,0,1,0,fallback_sampling,1000001,"{""adaptive_phase1_ms"":51.890806,""adaptive_sample_ms"":0.520400,""build_ms"":127.451021,""build_M_ms"":0.133458,""build_cellmap_ms"":14.772190,""build_mu_alias_ms"":112.282899,""build_slab_index_ms"":0.253965,""count_pilot_ms"":9.032606,""run_build_ms"":127.452601,""run_fallback_count_ms"":51.892366,""run_fallback_sample_ms"":0.521650,""run_pilot_enum_prepare_ms"":0.002590,""run_pilot_enum_scan_ms"":44.449457}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""rejection"",""variant"":""adaptive"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,rejection,adaptive,1000,1,2,1,237.504,6.35788e+06,0,0,1,0,fallback_sampling,1000001,"{""adaptive_phase1_ms"":54.399186,""adaptive_sample_ms"":0.487300,""build_ms"":126.976180,""build_M_ms"":0.108017,""build_cellmap_ms"":14.766791,""build_mu_alias_ms"":111.830008,""build_slab_index_ms"":0.258365,""count_pilot_ms"":8.833501,""run_build_ms"":127.032569,""run_fallback_count_ms"":54.400495,""run_fallback_sample_ms"":0.488270,""run_pilot_enum_prepare_ms"":0.001740,""run_pilot_enum_scan_ms"":44.293180}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""rejection"",""variant"":""adaptive"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,rejection,adaptive,1000,2,3,1,231.786,6.35092e+06,0,0,1,0,fallback_sampling,1000001,"{""adaptive_phase1_ms"":51.825777,""adaptive_sample_ms"":0.505320,""build_ms"":127.142248,""build_M_ms"":0.107918,""build_cellmap_ms"":14.739870,""build_mu_alias_ms"":112.025105,""build_slab_index_ms"":0.256605,""count_pilot_ms"":9.054696,""run_build_ms"":127.198657,""run_fallback_count_ms"":51.827217,""run_fallback_sample_ms"":0.506490,""run_pilot_enum_prepare_ms"":0.002030,""run_pilot_enum_scan_ms"":43.849649}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""rejection"",""variant"":""adaptive"",""t"":1000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,ours,sampling,3000,0,1,1,543.653,6.33447e+06,1,0,0,0,,0,"{""build_active_indices_ms"":5.585027,""build_events_ms"":34.499949,""build_ranks_ms"":44.145814,""build_y_domain_ms"":13.988766,""phase1_count_ms"":268.208182,""phase2_plan_ms"":5.912490,""phase3_sample_ms"":169.534806,""run_build_ms"":99.982889,""run_count_ms"":268.212392,""run_sample_ms"":175.453776}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":3000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,ours,sampling,3000,1,2,1,617.067,6.33447e+06,1,0,0,0,,0,"{""build_active_indices_ms"":5.485749,""build_events_ms"":65.991569,""build_ranks_ms"":43.964977,""build_y_domain_ms"":13.979446,""phase1_count_ms"":271.561425,""phase2_plan_ms"":5.912240,""phase3_sample_ms"":170.350930,""run_build_ms"":131.187825,""run_count_ms"":271.563833,""run_sample_ms"":176.269750}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":3000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,ours,sampling,3000,2,3,1,619.468,6.33447e+06,1,0,0,0,,0,"{""build_active_indices_ms"":5.463059,""build_events_ms"":41.490317,""build_ranks_ms"":44.122544,""build_y_domain_ms"":13.967736,""phase1_count_ms"":270.486815,""phase2_plan_ms"":5.931590,""phase3_sample_ms"":173.118654,""run_build_ms"":106.806941,""run_count_ms"":270.490246,""run_sample_ms"":179.057494}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":3000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,ours,adaptive,3000,0,1,1,620.105,6.33447e+06,1,0,1,0,fallback_sampling,1000001,"{""build_active_indices_ms"":5.643036,""build_events_ms"":34.544839,""build_ranks_ms"":44.102144,""build_y_domain_ms"":13.977656,""phase1_count_adaptive_ms"":274.658452,""phase2_plan_ms"":5.923979,""phase3_sample_ms"":168.761562,""run_build_ms"":100.034438,""run_fallback_count_ms"":274.663612,""run_fallback_sample_ms"":174.694981,""run_pilot_enum_prepare_ms"":1.555259,""run_pilot_enum_scan_ms"":69.144446,""sample_ms"":174.692861}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""adaptive"",""t"":3000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,ours,adaptive,3000,1,2,1,691.399,6.33447e+06,1,0,1,0,fallback_sampling,1000001,"{""build_active_indices_ms"":5.550458,""build_events_ms"":48.397697,""build_ranks_ms"":43.961967,""build_y_domain_ms"":13.950637,""phase1_count_adaptive_ms"":279.335297,""phase2_plan_ms"":5.896401,""phase3_sample_ms"":168.850450,""run_build_ms"":113.615872,""run_fallback_count_ms"":279.339796,""run_fallback_sample_ms"":174.755281,""run_pilot_enum_prepare_ms"":1.540609,""run_pilot_enum_scan_ms"":70.082886,""sample_ms"":174.753581}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""adaptive"",""t"":3000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,ours,adaptive,3000,2,3,1,697.431,6.33447e+06,1,0,1,0,fallback_sampling,1000001,"{""build_active_indices_ms"":5.423040,""build_events_ms"":68.086818,""build_ranks_ms"":43.983306,""build_y_domain_ms"":13.968457,""phase1_count_adaptive_ms"":275.888737,""phase2_plan_ms"":5.898851,""phase3_sample_ms"":172.266951,""run_build_ms"":133.228173,""run_fallback_count_ms"":275.892616,""run_fallback_sample_ms"":178.175232,""run_pilot_enum_prepare_ms"":1.544399,""run_pilot_enum_scan_ms"":68.821702,""sample_ms"":178.173372}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""adaptive"",""t"":3000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,aabb,sampling,3000,0,1,1,409.835,6.33447e+06,1,0,0,0,,0,"{""build_ms"":36.196645,""phase1_count_ms"":280.565892,""phase2_assign_ms"":5.981568,""phase3_sample_ms"":87.077751,""run_build_ms"":36.198664,""run_count_ms"":280.569172,""run_sample_ms"":93.064709}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""aabb"",""variant"":""sampling"",""t"":3000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,aabb,sampling,3000,1,2,1,410.207,6.33447e+06,1,0,0,0,,0,"{""build_ms"":36.113027,""phase1_count_ms"":281.315726,""phase2_assign_ms"":5.962949,""phase3_sample_ms"":86.803517,""run_build_ms"":36.114697,""run_count_ms"":281.318516,""run_sample_ms"":92.771956}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""aabb"",""variant"":""sampling"",""t"":3000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,aabb,sampling,3000,2,3,1,412.558,6.33447e+06,1,0,0,0,,0,"{""build_ms"":38.857111,""phase1_count_ms"":281.018542,""phase2_assign_ms"":5.996719,""phase3_sample_ms"":86.673450,""run_build_ms"":38.858931,""run_count_ms"":281.021052,""run_sample_ms"":92.675878}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""aabb"",""variant"":""sampling"",""t"":3000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
uniform_t__nr100000__ns100000__a1_000ep00__g1,uniform,1,100000,100000,aabb,adaptive,3000,0,1,1,552.005,6.33447e+06,1,0,1,0,fallback_sampling,1000001,"{""build_ms"":36.147206,""enumerate_prepare_ms"":34.550049,""phase1_count_ms"":304.812860,""phase2_assign_ms"":5.961159,""phase3_sample_ms"":85.120161,""run_build_ms"":36.148465,""run_fallback_count_ms"":304.815099,""run_fallback_sample_ms"":91.089210,""run_pilot_enum_prepare_ms"":34.552169,""run_pilot_enum_scan_ms"":85.385856}",,"{""dataset"":{""source"":""synthetic"",""name"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""uniform"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""aabb"",""variant"":""adaptive"",""t"":3000,""seed"":1,""repeats"":3,""j_star"":1000000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""run/temp/exp5/uniform_t"",""run_tag"":""exp5_uniform_t""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""uniform"",""dataset"":""uniform_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":false,""k_target"":0,""k_achieved"":0,""alpha_target"":1,""alpha_achieved"":nan,""notes"":""w_min_r=0.005, w_max_r=0.02, w_min_s=0.005, w_max_s=0.02, same_size_all_dims=0""}"
