dataset,generator,alpha,n_r,n_s,method,variant,t,repeats,ok_rate,wall_mean_ms,wall_stdev_ms,wall_median_ms,wall_p95_ms,count_mean,count_stdev,exact_frac,note
,rectgen,100,200,200,ours,sampling,10000,3,1,696.783,18.5191,706.07,708.546,40000,0,1,
,rectgen,100,200,200,kd_tree,sampling,10000,3,1,0.785645,0.0291596,0.775242,0.814245,40000,0,1,
,rectgen,100,200,200,ours,sampling,50000,3,1,694.187,59.3405,727.679,729.056,40000,0,1,
,rectgen,100,200,200,kd_tree,sampling,50000,3,1,3.89471,0.0359221,3.9141,3.91651,40000,0,1,
,rectgen,100,200,200,ours,sampling,100000,3,1,700.561,54.3988,728.632,734.534,40000,0,1,
,rectgen,100,200,200,kd_tree,sampling,100000,3,1,7.90191,0.0532523,7.92305,7.93952,40000,0,1,
,rectgen,100,200,200,ours,sampling,10000,3,1,671.09,44.6015,695.293,698.051,40000,0,1,
,rectgen,100,200,200,kd_tree,sampling,10000,3,1,0.784605,0.0209635,0.792101,0.799921,40000,0,1,
,rectgen,100,200,200,ours,sampling,50000,3,1,686.126,44.4572,710.936,712.47,40000,0,1,
,rectgen,100,200,200,kd_tree,sampling,50000,3,1,3.88119,0.0231678,3.89342,3.89545,40000,0,1,
,rectgen,100,200,200,ours,sampling,100000,3,1,690.11,42.0418,714.183,714.543,40000,0,1,
,rectgen,100,200,200,kd_tree,sampling,100000,3,1,8.46728,1.01356,7.91785,9.46501,40000,0,1,
