dataset,method,variant,rep,seed,n_r,n_s,t,ok,wall_ms,count_value,count_exact,count_stderr,count_ci_low,count_ci_high,used_enumeration,enum_truncated,enum_cap,adaptive_branch,adaptive_pilot_pairs,phases_json,note,config_json,gen_report_json
exp4_alpha5_N400000,interval_tree,adaptive,0,1,400000,400000,100000,1,6175.16,4e+06,1,nan,nan,nan,0,1,50000000,fallback_sampling,1000001,"{""build_ms"":767.598324,""build_active_ms"":255.031051,""build_events_ms"":174.494437,""build_start_ids_ms"":6.479392,""build_y_endpoints_ms"":117.765342,""build_y_indices_ms"":213.814213,""enumerate_prepare_ms"":746.569799,""phase1_count_adaptive_ms"":2321.422469,""phase2_slots_ms"":21.918008,""phase3_resweep_ms"":1334.932122,""run_build_ms"":767.599165,""run_fallback_count_ms"":2321.433679,""run_fallback_sample_ms"":1357.606436,""run_pilot_enum_prepare_ms"":746.571859,""run_pilot_enum_scan_ms"":841.933032}",,"{""dataset"":{""source"":""binary"",""name"":""exp4_alpha5_N400000"",""dim"":2,""path_r"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N400000_R.bin"",""path_s"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N400000_S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""interval_tree"",""variant"":""adaptive"",""t"":100000,""seed"":1,""repeats"":5,""j_star"":1000000,""enum_cap"":50000000,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha5/alpha5_t100000/N400000/interval_tree/adaptive"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}",{}
exp4_alpha5_N400000,interval_tree,adaptive,1,2,400000,400000,100000,1,6368.25,4e+06,1,nan,nan,nan,0,1,50000000,fallback_sampling,1000001,"{""build_ms"":663.919366,""build_active_ms"":112.921358,""build_events_ms"":214.626087,""build_start_ids_ms"":1.586709,""build_y_endpoints_ms"":122.092878,""build_y_indices_ms"":212.680725,""enumerate_prepare_ms"":736.235763,""phase1_count_adaptive_ms"":2312.252043,""phase2_slots_ms"":21.850750,""phase3_resweep_ms"":1338.995874,""run_build_ms"":663.920466,""run_fallback_count_ms"":2312.256813,""run_fallback_sample_ms"":1361.002411,""run_pilot_enum_prepare_ms"":736.239473,""run_pilot_enum_scan_ms"":843.595861}",,"{""dataset"":{""source"":""binary"",""name"":""exp4_alpha5_N400000"",""dim"":2,""path_r"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N400000_R.bin"",""path_s"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N400000_S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""interval_tree"",""variant"":""adaptive"",""t"":100000,""seed"":1,""repeats"":5,""j_star"":1000000,""enum_cap"":50000000,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha5/alpha5_t100000/N400000/interval_tree/adaptive"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}",{}
exp4_alpha5_N400000,interval_tree,adaptive,2,3,400000,400000,100000,1,6323.24,4e+06,1,nan,nan,nan,0,1,50000000,fallback_sampling,1000001,"{""build_ms"":664.074944,""build_active_ms"":105.324878,""build_events_ms"":220.828245,""build_start_ids_ms"":1.563640,""build_y_endpoints_ms"":114.763701,""build_y_indices_ms"":221.584041,""enumerate_prepare_ms"":707.761484,""phase1_count_adaptive_ms"":2302.589737,""phase2_slots_ms"":21.973928,""phase3_resweep_ms"":1336.571893,""run_build_ms"":664.075954,""run_fallback_count_ms"":2302.594137,""run_fallback_sample_ms"":1358.699068,""run_pilot_enum_prepare_ms"":707.765194,""run_pilot_enum_scan_ms"":847.433067}",,"{""dataset"":{""source"":""binary"",""name"":""exp4_alpha5_N400000"",""dim"":2,""path_r"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N400000_R.bin"",""path_s"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N400000_S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""interval_tree"",""variant"":""adaptive"",""t"":100000,""seed"":1,""repeats"":5,""j_star"":1000000,""enum_cap"":50000000,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha5/alpha5_t100000/N400000/interval_tree/adaptive"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}",{}
exp4_alpha5_N400000,interval_tree,adaptive,3,4,400000,400000,100000,1,6309.62,4e+06,1,nan,nan,nan,0,1,50000000,fallback_sampling,1000001,"{""build_ms"":656.922866,""build_active_ms"":105.274149,""build_events_ms"":213.706916,""build_start_ids_ms"":1.592648,""build_y_endpoints_ms"":123.648298,""build_y_indices_ms"":212.689215,""enumerate_prepare_ms"":703.219895,""phase1_count_adaptive_ms"":2303.873744,""phase2_slots_ms"":21.903999,""phase3_resweep_ms"":1340.063176,""run_build_ms"":656.924006,""run_fallback_count_ms"":2303.878234,""run_fallback_sample_ms"":1362.125703,""run_pilot_enum_prepare_ms"":703.224055,""run_pilot_enum_scan_ms"":832.014211}",,"{""dataset"":{""source"":""binary"",""name"":""exp4_alpha5_N400000"",""dim"":2,""path_r"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N400000_R.bin"",""path_s"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N400000_S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""interval_tree"",""variant"":""adaptive"",""t"":100000,""seed"":1,""repeats"":5,""j_star"":1000000,""enum_cap"":50000000,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha5/alpha5_t100000/N400000/interval_tree/adaptive"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}",{}
exp4_alpha5_N400000,interval_tree,adaptive,4,5,400000,400000,100000,1,6288.3,4e+06,1,nan,nan,nan,0,1,50000000,fallback_sampling,1000001,"{""build_ms"":664.347941,""build_active_ms"":113.825521,""build_events_ms"":221.296837,""build_start_ids_ms"":1.582249,""build_y_endpoints_ms"":114.785041,""build_y_indices_ms"":212.845693,""enumerate_prepare_ms"":680.791167,""phase1_count_adaptive_ms"":2305.136663,""phase2_slots_ms"":21.973928,""phase3_resweep_ms"":1336.831333,""run_build_ms"":664.349101,""run_fallback_count_ms"":2305.141913,""run_fallback_sample_ms"":1358.966948,""run_pilot_enum_prepare_ms"":680.794817,""run_pilot_enum_scan_ms"":838.465405}",,"{""dataset"":{""source"":""binary"",""name"":""exp4_alpha5_N400000"",""dim"":2,""path_r"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N400000_R.bin"",""path_s"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N400000_S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""interval_tree"",""variant"":""adaptive"",""t"":100000,""seed"":1,""repeats"":5,""j_star"":1000000,""enum_cap"":50000000,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha5/alpha5_t100000/N400000/interval_tree/adaptive"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}",{}
