dataset,generator,alpha,n_r,n_s,method,variant,t,rep,seed,ok,wall_ms,count_value,count_exact,used_enumeration,enum_truncated,enum_cap,adaptive_branch,adaptive_pilot_pairs,phases_json,note,config_json,gen_report_json
stripe_t__nr100000__ns100000__a1_000ep00__g1,stripe_ctrl_alpha,1,100000,100000,ours,sampling,1000,0,1,1,496.114,200000,1,0,0,0,,0,"{""build_active_indices_ms"":24.475838,""build_events_ms"":36.812275,""build_ranks_ms"":40.410757,""build_y_domain_ms"":14.336394,""phase1_count_ms"":235.361825,""phase2_plan_ms"":6.077690,""phase3_sample_ms"":136.342390,""run_build_ms"":117.998031,""run_count_ms"":235.365495,""run_sample_ms"":142.743323}",,"{""dataset"":{""source"":""synthetic"",""name"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":1000,""seed"":1,""repeats"":6,""j_star"":10000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp2/full"",""run_tag"":""t_sweep""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":200000,""k_achieved"":200000,""alpha_target"":1,""alpha_achieved"":1,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
stripe_t__nr100000__ns100000__a1_000ep00__g1,stripe_ctrl_alpha,1,100000,100000,ours,sampling,1000,1,2,1,514.635,200000,1,0,0,0,,0,"{""build_active_indices_ms"":5.501852,""build_events_ms"":43.232688,""build_ranks_ms"":40.041526,""build_y_domain_ms"":13.919884,""phase1_count_ms"":226.426627,""phase2_plan_ms"":5.942543,""phase3_sample_ms"":136.384699,""run_build_ms"":103.205786,""run_count_ms"":226.430327,""run_sample_ms"":142.334661}",,"{""dataset"":{""source"":""synthetic"",""name"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":1000,""seed"":1,""repeats"":6,""j_star"":10000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp2/full"",""run_tag"":""t_sweep""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":200000,""k_achieved"":200000,""alpha_target"":1,""alpha_achieved"":1,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
stripe_t__nr100000__ns100000__a1_000ep00__g1,stripe_ctrl_alpha,1,100000,100000,ours,sampling,1000,2,3,1,511.439,200000,1,0,0,0,,0,"{""build_active_indices_ms"":5.472253,""build_events_ms"":42.801296,""build_ranks_ms"":40.053305,""build_y_domain_ms"":13.916282,""phase1_count_ms"":225.068286,""phase2_plan_ms"":4.351968,""phase3_sample_ms"":136.014717,""run_build_ms"":102.750996,""run_count_ms"":225.071885,""run_sample_ms"":140.381794}",,"{""dataset"":{""source"":""synthetic"",""name"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":1000,""seed"":1,""repeats"":6,""j_star"":10000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp2/full"",""run_tag"":""t_sweep""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":200000,""k_achieved"":200000,""alpha_target"":1,""alpha_achieved"":1,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
stripe_t__nr100000__ns100000__a1_000ep00__g1,stripe_ctrl_alpha,1,100000,100000,ours,sampling,1000,3,4,1,516.501,200000,1,0,0,0,,0,"{""build_active_indices_ms"":5.464913,""build_events_ms"":42.524713,""build_ranks_ms"":40.047196,""build_y_domain_ms"":13.929832,""phase1_count_ms"":225.495037,""phase2_plan_ms"":4.318308,""phase3_sample_ms"":137.424097,""run_build_ms"":102.470883,""run_count_ms"":225.498257,""run_sample_ms"":141.749825}",,"{""dataset"":{""source"":""synthetic"",""name"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":1000,""seed"":1,""repeats"":6,""j_star"":10000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp2/full"",""run_tag"":""t_sweep""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":200000,""k_achieved"":200000,""alpha_target"":1,""alpha_achieved"":1,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
stripe_t__nr100000__ns100000__a1_000ep00__g1,stripe_ctrl_alpha,1,100000,100000,ours,sampling,1000,4,5,1,515.951,200000,1,0,0,0,,0,"{""build_active_indices_ms"":5.409725,""build_events_ms"":43.056841,""build_ranks_ms"":40.057075,""build_y_domain_ms"":13.942712,""phase1_count_ms"":227.431796,""phase2_plan_ms"":5.952113,""phase3_sample_ms"":136.300051,""run_build_ms"":102.973232,""run_count_ms"":227.436046,""run_sample_ms"":142.259504}",,"{""dataset"":{""source"":""synthetic"",""name"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":1000,""seed"":1,""repeats"":6,""j_star"":10000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp2/full"",""run_tag"":""t_sweep""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":200000,""k_achieved"":200000,""alpha_target"":1,""alpha_achieved"":1,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
stripe_t__nr100000__ns100000__a1_000ep00__g1,stripe_ctrl_alpha,1,100000,100000,ours,sampling,1000,5,6,1,513.838,200000,1,0,0,0,,0,"{""build_active_indices_ms"":5.419204,""build_events_ms"":42.923193,""build_ranks_ms"":40.034815,""build_y_domain_ms"":13.933243,""phase1_count_ms"":226.007357,""phase2_plan_ms"":4.368707,""phase3_sample_ms"":137.683082,""run_build_ms"":102.814785,""run_count_ms"":226.011357,""run_sample_ms"":142.058379}",,"{""dataset"":{""source"":""synthetic"",""name"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""sampling"",""t"":1000,""seed"":1,""repeats"":6,""j_star"":10000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp2/full"",""run_tag"":""t_sweep""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":200000,""k_achieved"":200000,""alpha_target"":1,""alpha_achieved"":1,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
stripe_t__nr100000__ns100000__a1_000ep00__g1,stripe_ctrl_alpha,1,100000,100000,ours,enum_sampling,1000,0,1,1,432.025,200000,1,1,0,0,,0,"{""build_active_indices_ms"":19.289468,""build_events_ms"":35.098441,""build_ranks_ms"":39.991966,""build_y_domain_ms"":13.894033,""run_build_ms"":108.657751,""run_draw_ranks_ms"":0.047889,""run_enum_pass1_count_ms"":228.796778,""run_enum_pass2_select_ms"":92.985986,""run_enum_prepare_ms"":1.521198}",,"{""dataset"":{""source"":""synthetic"",""name"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""enum_sampling"",""t"":1000,""seed"":1,""repeats"":6,""j_star"":10000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp2/full"",""run_tag"":""t_sweep""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":200000,""k_achieved"":200000,""alpha_target"":1,""alpha_achieved"":1,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
stripe_t__nr100000__ns100000__a1_000ep00__g1,stripe_ctrl_alpha,1,100000,100000,ours,enum_sampling,1000,1,2,1,468.883,200000,1,1,0,0,,0,"{""build_active_indices_ms"":5.518283,""build_events_ms"":42.837866,""build_ranks_ms"":39.962937,""build_y_domain_ms"":13.934633,""run_build_ms"":102.639441,""run_draw_ranks_ms"":0.050088,""run_enum_pass1_count_ms"":226.149515,""run_enum_pass2_select_ms"":94.851867,""run_enum_prepare_ms"":1.555337}",,"{""dataset"":{""source"":""synthetic"",""name"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""enum_sampling"",""t"":1000,""seed"":1,""repeats"":6,""j_star"":10000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp2/full"",""run_tag"":""t_sweep""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":200000,""k_achieved"":200000,""alpha_target"":1,""alpha_achieved"":1,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
stripe_t__nr100000__ns100000__a1_000ep00__g1,stripe_ctrl_alpha,1,100000,100000,ours,enum_sampling,1000,2,3,1,465.45,200000,1,1,0,0,,0,"{""build_active_indices_ms"":5.497413,""build_events_ms"":42.541382,""build_ranks_ms"":39.971227,""build_y_domain_ms"":13.948182,""run_build_ms"":102.342826,""run_draw_ranks_ms"":0.047509,""run_enum_pass1_count_ms"":224.521669,""run_enum_pass2_select_ms"":93.129694,""run_enum_prepare_ms"":1.528377}",,"{""dataset"":{""source"":""synthetic"",""name"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""enum_sampling"",""t"":1000,""seed"":1,""repeats"":6,""j_star"":10000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp2/full"",""run_tag"":""t_sweep""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":200000,""k_achieved"":200000,""alpha_target"":1,""alpha_achieved"":1,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
stripe_t__nr100000__ns100000__a1_000ep00__g1,stripe_ctrl_alpha,1,100000,100000,ours,enum_sampling,1000,3,4,1,467.143,200000,1,1,0,0,,0,"{""build_active_indices_ms"":5.596740,""build_events_ms"":42.256889,""build_ranks_ms"":39.961928,""build_y_domain_ms"":13.935392,""run_build_ms"":102.135431,""run_draw_ranks_ms"":0.046979,""run_enum_pass1_count_ms"":225.718215,""run_enum_pass2_select_ms"":93.793439,""run_enum_prepare_ms"":1.532517}",,"{""dataset"":{""source"":""synthetic"",""name"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""dim"":2,""path_r"":"""",""path_s"":"""",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1,""seed"":1}},""run"":{""method"":""ours"",""variant"":""enum_sampling"",""t"":1000,""seed"":1,""repeats"":6,""j_star"":10000,""enum_cap"":0,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-2/run/temp/exp2/full"",""run_tag"":""t_sweep""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}","{""generator"":""stripe_ctrl_alpha"",""dataset"":""stripe_t__nr100000__ns100000__a1_000ep00__g1"",""n_r"":100000,""n_s"":100000,""has_exact_k"":true,""k_target"":200000,""k_achieved"":200000,""alpha_target"":1,""alpha_achieved"":1,""notes"":""control_axis=1, core=[0.45,0.55], g=9.9999e-07, h=9e-06, delta=2.49998e-07, shuffle_strips=1, shuffle_r=0, k_overridden=0""}"
