run_id,regime,alpha,t,repeats,seed,gen_seed,N,method,variant,exit_code,rss_kb,enum_truncated_any,run_csv
20251228_165406,alpha100,100,100000,5,1,1,50000,kd_tree,adaptive,0,57532,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N50000/kd_tree/adaptive/run.csv
20251228_165406,alpha100,100,100000,5,1,1,50000,r_tree,sampling,0,30052,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N50000/r_tree/sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,50000,r_tree,enum_sampling,0,36356,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N50000/r_tree/enum_sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,50000,r_tree,adaptive,0,62580,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N50000/r_tree/adaptive/run.csv
20251228_165406,alpha100,100,100000,5,1,1,50000,range_tree,sampling,0,44120,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N50000/range_tree/sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,50000,range_tree,enum_sampling,0,47332,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N50000/range_tree/enum_sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,50000,range_tree,adaptive,0,94556,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N50000/range_tree/adaptive/run.csv
20251228_165406,alpha100,100,100000,5,1,1,50000,pbsm,sampling,0,10796,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N50000/pbsm/sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,50000,pbsm,enum_sampling,0,10660,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N50000/pbsm/enum_sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,50000,pbsm,adaptive,0,24152,1,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N50000/pbsm/adaptive/run.csv
20251228_165406,alpha100,100,100000,5,1,1,50000,tlsop,sampling,0,27576,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N50000/tlsop/sampling/run.csv
20251228_165406,alpha100,100,100000,5,1,1,50000,tlsop,enum_sampling,0,27628,0,/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha100/alpha100_t100000/N50000/tlsop/enum_sampling/run.csv
