dataset,method,variant,rep,seed,n_r,n_s,t,ok,wall_ms,count_value,count_exact,count_stderr,count_ci_low,count_ci_high,used_enumeration,enum_truncated,enum_cap,adaptive_branch,adaptive_pilot_pairs,phases_json,note,config_json,gen_report_json
exp4_alpha5_N800000,pbsm,sampling,0,1,800000,800000,100000,1,776.36,8e+06,1,nan,nan,nan,0,0,0,,0,"{""build_ms"":242.075904,""pbsm_build_ms"":242.073153,""pbsm_count_pass1_ms"":256.396487,""pbsm_partitions_stripes_ms"":238.204264,""pbsm_sample_draw_ranks_ms"":5.896688,""pbsm_sample_pass2_select_ms"":271.440987,""run_build_ms"":242.077174,""run_count_ms"":256.411807,""run_sample_ms"":277.867401}",,"{""dataset"":{""source"":""binary"",""name"":""exp4_alpha5_N800000"",""dim"":2,""path_r"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N800000_R.bin"",""path_s"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N800000_S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""pbsm"",""variant"":""sampling"",""t"":100000,""seed"":1,""repeats"":5,""j_star"":1000000,""enum_cap"":50000000,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha5/alpha5_t100000/N800000/pbsm/sampling"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}",{}
exp4_alpha5_N800000,pbsm,sampling,1,2,800000,800000,100000,1,768.09,8e+06,1,nan,nan,nan,0,0,0,,0,"{""build_ms"":237.411508,""pbsm_build_ms"":237.410638,""pbsm_count_pass1_ms"":254.904405,""pbsm_partitions_stripes_ms"":234.701919,""pbsm_sample_draw_ranks_ms"":5.928037,""pbsm_sample_pass2_select_ms"":269.461353,""run_build_ms"":237.411969,""run_count_ms"":254.909066,""run_sample_ms"":275.453848}",,"{""dataset"":{""source"":""binary"",""name"":""exp4_alpha5_N800000"",""dim"":2,""path_r"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N800000_R.bin"",""path_s"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N800000_S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""pbsm"",""variant"":""sampling"",""t"":100000,""seed"":1,""repeats"":5,""j_star"":1000000,""enum_cap"":50000000,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha5/alpha5_t100000/N800000/pbsm/sampling"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}",{}
exp4_alpha5_N800000,pbsm,sampling,2,3,800000,800000,100000,1,770.074,8e+06,1,nan,nan,nan,0,0,0,,0,"{""build_ms"":237.821911,""pbsm_build_ms"":237.821330,""pbsm_count_pass1_ms"":256.243624,""pbsm_partitions_stripes_ms"":235.111221,""pbsm_sample_draw_ranks_ms"":5.977806,""pbsm_sample_pass2_select_ms"":269.596590,""run_build_ms"":237.822310,""run_count_ms"":256.248414,""run_sample_ms"":275.637824}",,"{""dataset"":{""source"":""binary"",""name"":""exp4_alpha5_N800000"",""dim"":2,""path_r"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N800000_R.bin"",""path_s"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N800000_S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""pbsm"",""variant"":""sampling"",""t"":100000,""seed"":1,""repeats"":5,""j_star"":1000000,""enum_cap"":50000000,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha5/alpha5_t100000/N800000/pbsm/sampling"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}",{}
exp4_alpha5_N800000,pbsm,sampling,3,4,800000,800000,100000,1,769.412,8e+06,1,nan,nan,nan,0,0,0,,0,"{""build_ms"":237.663487,""pbsm_build_ms"":237.662898,""pbsm_count_pass1_ms"":255.177696,""pbsm_partitions_stripes_ms"":234.949067,""pbsm_sample_draw_ranks_ms"":5.969826,""pbsm_sample_pass2_select_ms"":270.164839,""run_build_ms"":237.663927,""run_count_ms"":255.182036,""run_sample_ms"":276.198103}",,"{""dataset"":{""source"":""binary"",""name"":""exp4_alpha5_N800000"",""dim"":2,""path_r"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N800000_R.bin"",""path_s"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N800000_S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""pbsm"",""variant"":""sampling"",""t"":100000,""seed"":1,""repeats"":5,""j_star"":1000000,""enum_cap"":50000000,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha5/alpha5_t100000/N800000/pbsm/sampling"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}",{}
exp4_alpha5_N800000,pbsm,sampling,4,5,800000,800000,100000,1,768.459,8e+06,1,nan,nan,nan,0,0,0,,0,"{""build_ms"":237.495354,""pbsm_build_ms"":237.494634,""pbsm_count_pass1_ms"":254.808339,""pbsm_partitions_stripes_ms"":234.785054,""pbsm_sample_draw_ranks_ms"":5.860248,""pbsm_sample_pass2_select_ms"":269.858329,""run_build_ms"":237.495744,""run_count_ms"":254.811839,""run_sample_ms"":275.780886}",,"{""dataset"":{""source"":""binary"",""name"":""exp4_alpha5_N800000"",""dim"":2,""path_r"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N800000_R.bin"",""path_s"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/data/synthetic/exp4/alpha5/exp4_alpha5_N800000_S.bin"",""synthetic"":{""generator"":""stripe_ctrl_alpha"",""n_r"":100000,""n_s"":100000,""alpha"":1e-06,""seed"":1}},""run"":{""method"":""pbsm"",""variant"":""sampling"",""t"":100000,""seed"":1,""repeats"":5,""j_star"":1000000,""enum_cap"":50000000,""write_samples"":false,""verify"":false},""output"":{""out_dir"":""/home/dhy/PhD/SIGMOD-EXP/EXP-4/run/temp/exp4/alpha5/alpha5_t100000/N800000/pbsm/sampling"",""run_tag"":""""},""sys"":{""threads"":1},""logging"":{""level"":""INFO"",""with_timestamp"":true,""with_thread_id"":false}}",{}
